,teamName,teamId,win,gameNumber,duration,isTiebreaker,isPlayoff,kills,deaths,assists,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
92,Flash Wolves,Red,TRUE,46,2552,FALSE,FALSE,16,4,44,1272674,316771,775437,180462,83576,34286,43070,6217,44493,10,113290,102502,28055,350,72,101962,31413,68553,1992,80171,72325,1219,289,178,28,2258,88,64,0,187,66,33.8,29.1,2106.1,1933.8,1695.6,1248.8,1365,1567.4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,10,3,1,4,1
93,Royal Never Give Up,Blue,TRUE,47,2518,FALSE,FALSE,16,10,42,1275900,460655,671921,143322,97415,38964,54007,4440,32223,10,111082,103601,26654,374,168,96520,50284,43202,3030,82713,70605,1179,279,165,40,2799,88,52,0,152,73,31.8,26.1,2084.6,1906.9,1576.3,1388.3,2068.4,1945.5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,11,4,3,3,0
94,Fnatic,Red,FALSE,47,2518,FALSE,FALSE,10,16,26,1454978,581098,418582,455294,71041,46842,21165,3030,50120,10,161944,57591,9419,302,139,129350,40963,83942,4440,71886,67900,1200,229,135,34,5243,83,46,0,165,45,31.4,23.7,2278.5,1878.8,2071.6,1290.4,2294.4,2163.2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5,0,0,3,1
95,Flash Wolves,Blue,TRUE,48,1477,FALSE,FALSE,12,9,36,635587,116646,363296,155642,42516,13944,27062,1508,23743,15,52281,50451,16263,192,65,65808,24848,38478,2478,51855,43318,706,124,72,15,1697,67,29,0,81,42,34.2,23.8,2285,1871.7,1998.9,1357,2335.3,1627.2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9,1,1,1,1
96,EVOS Esports,Red,FALSE,48,1477,FALSE,FALSE,9,12,19,605120,230395,210696,164025,37254,22990,13783,479,9587,9,54007,19208,7216,144,111,57576,15350,40715,1507,41321,39975,681,133,102,5,1676,63,33,0,97,26,33.7,24.5,2352.9,1764.8,1655,1293.7,1910.2,1716.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,1,0
97,Team Liquid,Blue,FALSE,49,2111,FALSE,FALSE,4,15,12,996194,332634,302504,361054,45948,29487,13180,3277,25470,10,84630,21660,2369,243,95,94867,40828,51353,2682,52824,51150,1008,151,120,4,3429,74,51,0,126,56,33.4,25.3,2129.1,1687.8,1600.5,1137.9,1618,1493.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0
98,KING-ZONE DragonX,Red,TRUE,49,2111,FALSE,FALSE,15,4,29,1016853,263630,486129,267086,72931,38600,31647,2682,19827,11,56491,69213,22359,321,79,73523,33447,36794,3277,69676,65208,985,263,146,40,2789,83,53,0,135,68,34.6,26.4,2304,1786.4,1727.8,1276.4,1298.1,1336.5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,3,2,3,0
99,KING-ZONE DragonX,Blue,FALSE,50,1913,FALSE,FALSE,4,20,6,833552,150432,487908,195207,45066,14091,28249,2721,11613,10,73554,31276,8045,223,70,72056,27915,42279,1857,49529,48558,851,217,127,34,1434,70,33,0,93,41,30.3,25.8,2113.6,1926.5,1716.1,1321.4,1474.6,1055.4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,2,0,0,1,1
100,Royal Never Give Up,Red,TRUE,50,1913,FALSE,FALSE,20,4,52,1035497,309168,397200,329126,51720,24957,24904,1858,26800,11,106570,59351,23226,228,100,74122,16500,54896,2721,62952,52410,953,181,120,24,4045,80,30,0,135,32,34.4,27.8,2432.4,1797.2,1761.7,1222.5,1783.7,1438.7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,9,1,1,2,0
101,Fnatic,Blue,TRUE,51,2068,FALSE,FALSE,8,14,23,1132398,255236,535419,341738,45387,17165,23490,4730,20538,10,87983,42664,28004,259,45,89904,37061,49264,3574,66441,59333,963,247,142,42,1811,79,41,0,151,33,31.2,25.4,2303.4,1744,1694.3,1305.7,2185.5,1642.6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,11,4,2,0,0
102,Flash Wolves,Red,FALSE,51,2068,FALSE,FALSE,14,8,27,966336,335103,479028,152202,62375,32655,26142,3574,31533,16,71303,59827,10135,265,97,82719,21939,56045,4729,59023,58238,934,175,112,25,3796,78,51,0,134,49,29.8,24.5,2025.7,1842.6,1729.6,1316.9,2212.9,1423,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,3,0
103,EVOS Esports,Blue,FALSE,52,2213,FALSE,FALSE,5,19,9,1257737,292745,479299,485691,67628,31742,32493,3389,22870,12,109987,19815,3388,294,116,92707,43773,47083,1850,55635,53275,1024,213,147,36,4065,78,54,0,162,49,30.4,26.8,2035.2,1861.8,1544.4,1212,1961.2,1688.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0
104,Team Liquid,Red,TRUE,52,2213,FALSE,FALSE,19,5,51,1294221,326072,541806,426338,65743,39870,24021,1850,45605,17,115272,76197,24817,285,85,101563,35836,62332,3390,75557,71025,1176,234,121,38,2782,84,47,0,133,50,31.9,27.8,2037.3,1850.7,1650.7,1303,2358.6,1351,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,3,2,5,0
105,Royal Never Give Up,Blue,TRUE,53,1770,FALSE,FALSE,14,4,33,932870,336964,388821,207081,44807,24819,17290,2693,19264,7,46402,81218,22393,244,87,46589,15402,29234,1948,62105,54575,895,257,131,56,3397,77,42,0,101,52,36,27.1,2451.8,2039.1,2031.2,1512.3,1455.8,1234.3,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,11,2,1,3,1
106,Flash Wolves,Red,FALSE,53,1770,FALSE,FALSE,4,14,9,1008992,230894,286424,491668,23062,12666,8445,1948,13797,11,56975,10003,434,206,71,65545,27870,34979,2693,44867,43055,879,121,96,0,1592,66,42,0,112,36,35.2,22.9,2234.5,1724.1,1562.6,1224.4,1732.7,1964.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
107,KING-ZONE DragonX,Blue,TRUE,54,1562,FALSE,FALSE,26,10,52,1020523,324176,211238,485104,64446,39799,19518,5127,42762,10,49149,41508,15611,217,106,71737,23466,42128,6140,59649,49358,793,130,84,8,1918,73,33,0,86,47,32,28.2,2336,1908.2,1989.3,1423,2254.4,1838.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,3,1,2,0
108,EVOS Esports,Red,FALSE,54,1562,FALSE,FALSE,9,26,9,722302,228166,178766,315366,34614,22299,10495,1817,10867,9,64110,2136,629,159,72,78544,41439,31977,5126,41037,38560,726,129,107,1,1656,65,37,0,109,24,31.5,28.2,2223.1,1937.1,1652.2,1348.5,2572.4,1548.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0
109,Team Liquid,Blue,TRUE,55,2380,FALSE,FALSE,14,7,33,1301534,433213,589844,278471,68974,32255,29789,6924,59768,12,176330,117651,23018,333,221,123224,43768,76342,3111,76198,65280,1158,290,164,25,3671,87,46,0,179,51,35.1,28.7,2220.1,2008.6,1875.9,1358.6,1774.4,1508.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,10,2,2,6,0
110,Fnatic,Red,FALSE,55,2380,FALSE,FALSE,7,14,23,1262206,343083,625813,293307,87376,39856,44406,3111,25275,11,131973,33520,4071,246,107,85822,36287,42606,6924,63967,60010,1135,220,172,8,4545,82,33,0,122,62,31.8,27.7,2279.7,1962.9,1651.9,1247.4,1214.7,1061.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,1
111,Fnatic,Blue,FALSE,56,2074,FALSE,FALSE,7,28,13,865727,185516,630668,49537,53069,12014,37507,3545,40345,9,127781,42763,5100,214,123,118714,43639,66859,8211,56702,53650,1009,183,139,8,4213,75,34,0,113,38,33.3,26.1,2143.5,1863.2,1799,1345.9,2151.9,1955.1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3,0,0,2,1
112,KING-ZONE DragonX,Red,TRUE,56,2074,FALSE,FALSE,28,7,84,1050716,213701,642132,194878,89872,40947,40709,8213,33415,12,92842,79172,24057,279,115,89379,18119,67712,3544,74009,68591,929,217,138,22,2442,84,46,0,125,58,32.8,24.8,2319.5,1805.7,1809.7,1317.1,1752.1,1704.1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,11,4,2,1,0
113,EVOS Esports,Blue,FALSE,57,1779,FALSE,FALSE,3,11,8,765148,243367,348934,172843,25126,12769,11529,826,21340,10,56891,28599,2136,192,54,77818,36194,38817,2802,45967,43330,852,176,117,26,1937,69,34,0,99,40,31.6,24.8,2166.8,1824.3,1631.6,1204.5,2343,1613.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,0
114,Royal Never Give Up,Red,TRUE,57,1779,FALSE,FALSE,11,3,25,1062191,267131,458453,336602,63754,34130,26817,2803,32709,8,34288,71235,25106,238,69,58369,16280,41182,904,59522,53141,827,187,109,23,1865,73,36,0,98,52,32.8,25.5,2325.2,1825.7,1941,1250.5,2037,1663.7,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,10,2,1,2,1
115,Flash Wolves,Blue,FALSE,58,2354,FALSE,FALSE,9,15,24,976265,378742,398256,199268,54826,34373,18578,1871,39134,10,119109,54343,15275,315,141,111088,50344,59182,1560,65666,63265,1062,203,111,42,3736,80,55,0,165,60,29.5,26.9,1892.2,1981.5,1834.6,1358.4,2111.9,1747.9,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,0,1,2,1
116,Team Liquid,Red,TRUE,58,2354,FALSE,FALSE,15,9,45,1245735,512168,466989,266573,80545,48746,30234,1560,24139,14,95357,80761,19493,337,156,78786,38335,38575,1872,74948,66025,1129,237,128,36,4613,86,41,0,171,52,31.4,25.8,2275.5,1813.8,1764.3,1181.6,1681.2,1521.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,9,2,1,3,0
117,Fnatic,Blue,FALSE,59,2098,FALSE,FALSE,5,15,6,1117144,252223,545293,319620,58396,27641,26896,3857,21803,17,60758,19428,2941,232,62,80806,27385,51197,2221,57281,56308,1085,159,122,4,2709,76,34,0,117,47,33.1,26.9,2253.3,1896.4,1679.1,1320.2,2567.3,1456.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0
118,EVOS Esports,Red,TRUE,59,2098,FALSE,FALSE,15,5,28,1126241,358987,573784,193464,55232,25163,27844,2222,33783,12,77903,99425,23320,370,77,94701,33843,56997,3856,71991,62830,1032,278,150,42,10385,85,54,0,172,47,33.5,24.1,2479.8,1833.2,1981.7,1237.3,2538.3,1647.7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10,2,2,4,1
119,Flash Wolves,Blue,TRUE,60,1622,FALSE,FALSE,11,3,32,781685,146018,434359,201304,63089,25486,32823,4775,13724,17,33869,61222,29344,177,96,43758,14345,26816,2595,54207,48233,758,172,82,39,4449,70,31,0,83,26,29.9,26.7,2120.2,1849.5,1979.8,1219.1,1512.6,996.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,2,1,1,1
120,KING-ZONE DragonX,Red,FALSE,60,1622,FALSE,FALSE,3,11,4,571949,196483,251951,123509,25568,12097,10443,3026,36566,8,73909,15518,3770,144,63,83908,27972,50658,5274,39965,38325,719,126,106,1,2244,64,23,0,81,25,29.3,25.5,1972.5,1775.9,1534.3,1149,2901.7,1635.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,1,0
121,Team Liquid,Blue,FALSE,61,1981,FALSE,FALSE,4,15,12,918502,297276,342499,278724,43124,23653,18219,1247,36881,19,93180,27297,5950,213,229,86351,41635,42571,2143,53211,51275,906,146,105,11,4252,70,42,0,126,36,30.8,23.7,1920.1,1859.8,1635.5,1261.4,1984.9,1555.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,0,1
122,Royal Never Give Up,Red,TRUE,61,1981,FALSE,FALSE,15,4,35,1197498,292339,483505,421650,69292,39672,27475,2143,20478,10,91831,73118,24731,269,106,73082,26501,45330,1247,66929,59925,943,242,122,54,3915,80,34,0,112,52,30.7,27.6,2140.2,1936,1687.7,1440.8,1250.4,1671,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,2,2,3,0
123,Flash Wolves,Blue,FALSE,62,1762,TRUE,FALSE,3,15,5,779047,133188,445331,200524,34189,14834,17081,2268,22325,14,42266,15440,0,159,98,66927,26835,38904,1187,43353,41583,772,117,92,11,3636,65,41,0,92,28,29.4,23,2122.4,1708.1,1548.1,1217.1,2213.8,1295.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,1
124,Royal Never Give Up,Red,TRUE,62,1762,TRUE,FALSE,15,3,37,986685,249642,417217,319822,53716,25410,27117,1187,18794,5,53612,72090,27633,195,85,58407,17990,38145,2268,59592,53208,785,209,96,47,3665,73,34,0,92,36,32.1,27,2381.2,1920,2002,1527.6,2016,1512.2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,3,1,3,0
125,Fnatic,Blue,TRUE,63,2119,TRUE,FALSE,18,10,39,989559,290114,563240,136201,79743,37903,38226,3609,41011,14,85647,78638,26654,245,88,100171,52785,44163,3219,71037,64908,902,224,140,33,1953,79,39,0,122,52,30.3,24.8,2423,1877,2152.3,1296.4,2631.2,1877.2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,11,4,2,1,1
126,Team Liquid,Red,FALSE,63,2119,TRUE,FALSE,10,18,21,1238211,522022,268373,447811,69263,48424,17615,3219,52673,11,78281,29015,1273,250,57,103173,39462,60097,3609,56481,55400,977,174,124,5,2455,76,54,0,161,37,32,23.6,2292.7,1755.2,1610.2,1278.2,2898.9,1782.6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,0,0,3,0
127,Fnatic,Blue,FALSE,64,2082,FALSE,TRUE,16,27,32,921565,361169,361081,199311,80821,45964,28966,5886,32171,13,122212,51046,963,276,108,119731,44854,70510,4360,60430,58198,960,192,135,9,3691,76,38,0,139,59,33.5,27.1,2315.6,1901.8,1911,1381.4,2708.1,1866.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,0,0,2,1
128,Royal Never Give Up,Red,TRUE,64,2082,FALSE,TRUE,27,16,48,1157240,369382,572164,215690,90931,40058,46508,4363,52349,11,101447,74080,24874,262,123,112884,49727,57267,5886,72356,66638,1030,233,152,15,2379,83,48,0,156,57,34.9,26.8,2479.4,1847.4,1978.6,1348.3,3399.8,2052.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8,1,1,2,0
129,Fnatic,Blue,FALSE,65,2550,FALSE,TRUE,13,18,28,1412235,445132,728517,238584,111092,40671,49854,20562,29969,11,139992,91400,19880,363,129,143560,62795,75115,5647,76374,71846,1203,275,154,51,3718,85,47,0,191,67,30.7,22.1,2275,1759.7,1894.3,1295.8,2625.7,1751.2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,8,1,0,2,1
130,Royal Never Give Up,Red,TRUE,65,2550,FALSE,TRUE,18,13,38,1476047,542665,577442,355936,99384,57937,35200,6246,85833,9,175721,64194,23447,342,117,146904,44815,80901,21182,81705,70205,1223,243,154,16,5150,88,63,0,179,71,30.4,24.3,2117.1,1652.7,1505.9,1322,3017.6,1901.1,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,9,3,2,3,0
131,Fnatic,Blue,FALSE,66,2855,FALSE,TRUE,16,21,44,1884625,927592,458831,498187,126427,77242,43456,5724,24467,12,172205,39465,11093,315,139,152833,49985,88318,14526,89190,99763,1478,272,192,24,10884,89,33,0,197,52,32.9,26.6,2353.2,1924.8,1997.3,1379.1,2603.3,1971.2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,7,1,0,1,1
132,Royal Never Give Up,Red,TRUE,66,2855,FALSE,TRUE,20,16,46,1719136,551734,742594,424804,112809,47774,50506,14527,55100,11,211488,123169,27083,408,147,162814,80304,76783,5725,92283,77400,1326,284,173,28,2824,90,48,0,195,88,33.9,27.9,2249,1874.4,1773.3,1322.6,2644.8,1808.8,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,11,5,3,4,0
133,Flash Wolves,Blue,FALSE,67,2610,FALSE,TRUE,6,14,8,1062734,352613,627231,82887,59088,36298,18445,4343,19596,14,123935,14052,939,363,62,99034,29025,63515,6491,68869,66833,1295,192,158,7,3163,85,82,0,237,95,30.2,26.5,2051.4,1868.3,1467.2,1279.9,1285.3,1471.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0
134,KING-ZONE DragonX,Red,TRUE,67,2610,FALSE,TRUE,14,6,34,1527128,205274,943745,378108,77530,27580,43455,6491,30711,8,92784,103150,21976,467,67,100026,41442,54236,4342,87354,82249,1354,294,149,51,2162,89,55,0,225,113,36.2,28.9,2166.1,1984.6,1769.9,1354.2,1385.4,1474.1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,11,5,2,4,0
135,Flash Wolves,Blue,TRUE,68,1704,FALSE,TRUE,14,2,31,990476,354997,296367,339108,47474,28019,17534,1919,44831,12,79179,65266,25507,225,61,81147,23494,48892,8757,59120,47300,887,191,109,34,3062,75,38,0,144,40,35.2,28.4,2401.5,1959.3,2048,1318.5,2377.3,1829.5,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11,2,1,2,1
136,KING-ZONE DragonX,Red,FALSE,68,1704,FALSE,TRUE,2,14,4,1001668,161863,339034,500763,54068,20289,29017,4757,13404,9,57924,13223,2748,207,82,69771,30226,37622,1918,43940,43201,857,133,105,3,1322,67,30,0,120,56,32.1,29,1969,1865.3,1552.6,1297.3,2140.4,1400.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0
137,KING-ZONE DragonX,Blue,TRUE,69,1892,FALSE,TRUE,15,12,42,974579,265558,415425,293593,68768,33942,32818,2005,21062,8,59880,63569,24090,287,59,68962,16599,50068,2289,61437,56777,846,173,95,26,2308,76,47,0,139,75,31.1,24.3,2276.9,1763.6,1910.9,1393.9,1701.6,1408.5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,10,2,1,2,1
138,Flash Wolves,Red,FALSE,69,1892,FALSE,TRUE,11,15,23,818314,186633,455691,175984,39422,13721,23407,2290,26395,10,89247,34505,12267,244,76,88837,36165,50664,2004,53203,51300,861,180,113,26,4576,73,62,0,160,42,32.9,24.6,2202.7,1751.3,1719.2,1338.5,1936.9,1794.8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,0,2,0
139,Flash Wolves,Blue,FALSE,70,2092,FALSE,TRUE,5,12,11,951223,450137,305342,195742,50053,30916,16570,2564,49381,14,81481,20692,843,254,48,105888,50628,49585,5670,54928,53475,1032,160,123,2,1453,78,45,0,174,40,31,25.2,2163.4,1816.9,1607.6,1158.5,2337.9,1831.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,1
140,KING-ZONE DragonX,Red,TRUE,70,2092,FALSE,TRUE,12,5,30,1156568,428138,390053,338372,76224,48387,22162,5671,34568,7,76993,67014,15484,311,178,88517,35690,50260,2563,68172,62175,1026,212,114,39,3996,82,46,0,126,69,33.1,27.2,2174.1,1853.2,1744.2,1313.8,1776.3,1508.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,4,2,3,0
141,Royal Never Give Up,Blue,TRUE,71,1892,FALSE,TRUE,14,4,41,860630,208287,479988,172352,70772,26634,41009,3126,26512,12,110843,69448,32017,239,103,70899,17239,46257,7399,62814,57008,882,191,131,12,4920,78,37,0,127,38,34.3,25.9,2178.7,1948.5,1663.2,1333.4,2024.1,1714.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,11,3,1,2,0
142,KING-ZONE DragonX,Red,FALSE,71,1892,FALSE,TRUE,4,14,8,849466,122583,533046,193831,44277,13345,23530,7400,21672,11,95799,13349,7230,203,107,103717,28750,71840,3125,50051,48833,953,158,126,0,1833,72,37,0,115,37,34.5,26.2,2317.9,1872.8,1710.2,1205.6,2492.4,1918.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0
143,Royal Never Give Up,Blue,FALSE,72,2012,FALSE,TRUE,7,10,17,944800,313673,324150,306971,51376,28857,20893,1623,12266,8,84190,26707,10312,273,109,65217,21030,40119,4065,55988,51733,954,168,141,1,2097,73,48,0,161,46,33.5,26.7,2223.9,1931.2,1642.1,1286.9,1363,1452.2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,1,0,2,0
144,KING-ZONE DragonX,Red,TRUE,72,2012,FALSE,TRUE,10,7,31,909565,302148,412145,195266,44794,19787,20936,4066,26952,9,93955,48871,19948,253,117,81269,31767,47877,1620,62679,53158,1066,179,112,4,2696,79,38,0,111,66,36.4,28.4,2134.1,1897.8,1672.1,1295.6,1780,1338.5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,8,1,1,2,0
145,Royal Never Give Up,Blue,TRUE,73,1547,FALSE,TRUE,15,3,30,1048404,249750,344252,454397,60656,31669,26631,2354,34417,20,53007,69662,22718,200,65,59515,13212,44090,2209,54430,45408,738,194,99,31,1841,70,29,0,92,38,29.4,26.7,2366.4,1950.2,2099.6,1383.5,2397.8,1694.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9,2,1,3,1
146,KING-ZONE DragonX,Red,FALSE,73,1547,FALSE,TRUE,3,15,5,569915,79453,330950,159507,32830,11145,19472,2209,28343,8,70403,12153,5698,145,69,81113,33611,45146,2352,39718,38692,692,100,86,4,2330,60,35,0,95,25,30.7,25.1,1950.8,1814.8,1721.6,1209,2774.3,1767.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,0
147,Royal Never Give Up,Blue,TRUE,74,2264,FALSE,TRUE,13,9,34,1179911,383466,485542,310901,56368,30224,25647,495,17003,17,89835,50509,22108,281,108,66966,18500,39628,8834,67580,59975,1116,183,141,1,6661,84,58,0,165,71,31,27.7,2191.5,1976.1,1688.1,1333.5,1373.6,1352.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7,1,0,1,0
148,KING-ZONE DragonX,Red,FALSE,74,2264,FALSE,TRUE,9,13,29,1024205,201609,610482,212107,48776,16269,23669,8834,21676,10,83631,53210,15743,346,59,81870,31831,49538,493,67956,68815,1027,221,132,33,1930,81,64,0,192,72,32.7,27.8,2267.6,1949.9,1743,1304.6,1776.2,1544.5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,9,3,1,3,0
