,participantId,teamId,championId,spell1Id,spell2Id,highestAchievedSeasonTier,summonerName,profileIcon,name,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,role,lane,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,creepsPerMinDeltas.30-end,creepsPerMinDeltas.20-30,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,xpPerMinDeltas.30-end,xpPerMinDeltas.20-30,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,goldPerMinDeltas.30-end,goldPerMinDeltas.20-30,csDiffPerMinDeltas.10-20,csDiffPerMinDeltas.0-10,csDiffPerMinDeltas.30-end,csDiffPerMinDeltas.20-30,xpDiffPerMinDeltas.10-20,xpDiffPerMinDeltas.0-10,xpDiffPerMinDeltas.30-end,xpDiffPerMinDeltas.20-30,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,damageTakenPerMinDeltas.30-end,damageTakenPerMinDeltas.20-30,damageTakenDiffPerMinDeltas.10-20,damageTakenDiffPerMinDeltas.0-10,damageTakenDiffPerMinDeltas.30-end,damageTakenDiffPerMinDeltas.20-30,gameNumber,isTiebreaker,isPlayoff,duration,teamName,teamRole
303,3,Blue,142,4,1,UNRANKED,H2K Selfie,4,Zoe,FALSE,1026,3165,3157,3151,3020,1058,3363,0,1,0,0,0,0,1994,0,0,0,0,0,396158,217245,20699,158213,0,4595,4174,92,328,1769,4,5630,9969,613,41,18,8197,3117,4984,96,12597,12600,1,0,320,30,21,4,134,17,4,0,13,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,260,0,0,8243,15,0,0,8234,13,0,0,8237,202,0,0,8313,0,0,0,8316,9547,0,0,8200,8300,SOLO,MIDDLE,10.5,9.8,0,9.8,533,505.4,0,556,383.1,305.8,0,386.3,0.4,0.2,0,0.8,3,5.1,0,55.1,95,148.9,0,230.4,-40.5,25.2,0,170.1,31,FALSE,FALSE,2042,H2K,MID
304,4,Blue,81,4,7,UNRANKED,H2K Sheriff,0,Ezreal,FALSE,3070,3070,3070,3191,3070,3070,3363,0,1,0,0,0,0,1991,0,0,0,0,0,190387,39045,147791,3550,0,7586,2288,4784,512,1548,2,8931,9209,1002,31,8,11080,5261,4170,1648,12650,16525,0,0,321,14,14,0,907,15,7,0,16,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,310,11,0,8345,4,0,0,8304,10,0,0,8347,0,0,0,8210,0,0,0,8236,48,0,0,8300,8200,DUO_CARRY,BOTTOM,9.9,9.6,0,10,445.9,325.4,0,399.8,372.9,299.2,0,383.5,-0.25,0.3,0,0.8,-31.55,-14.05,0,-11.4,136.1,121.8,0,406.4,92.35,62.75,0,286.45,31,FALSE,FALSE,2042,H2K,BOTCARRY
305,5,Blue,44,4,14,UNRANKED,H2K promisq,22,Taric,FALSE,3117,3105,3107,3401,2424,2055,3364,0,0,0,0,0,0,0,0,0,0,0,0,161337,10045,9672,141619,0,1446,724,327,394,9193,5,10814,1469,605,94,6,11336,4059,6298,978,8031,7500,0,0,83,0,0,0,48,13,19,0,56,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,1729,0,0,8463,92,0,0,8435,21,0,0,8444,552,0,0,8313,0,0,0,8316,1147,0,0,8400,8300,DUO_SUPPORT,BOTTOM,1.9,1.5,0,3.6,192.3,287.1,0,383.2,216.2,151.5,0,251,-0.25,0.3,0,0.8,-31.55,-14.05,0,-11.4,57.9,215.9,0,371.5,92.35,62.75,0,286.45,31,FALSE,FALSE,2042,H2K,SUPPORT
306,6,Red,164,12,4,UNRANKED,SPY Odoamne,4,Camille,TRUE,3074,2033,3078,3053,0,3047,3340,1,0,5,0,1,0,2037,0,0,0,0,0,204453,1107,176777,26568,0,13054,1107,7942,4004,3469,1,18495,8085,7929,50,12,17586,4869,12233,484,13641,12983,3,1,308,25,16,0,172,18,6,0,20,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,657,0,0,8226,1150,0,0,8234,18,0,0,8237,434,0,0,8430,8,0,0,8444,981,0,0,8200,8400,SOLO,TOP,9.7,7.4,0,9.9,546.2,455.1,0,572.1,367.6,266.5,0,399.3,-0.2,-1.1,0,-0.1,5.3,-12.4,0,-61.3,128.6,448.3,0,480.3,-215,-24.7,0,-78.5,31,FALSE,FALSE,2042,Splyce,TOP
307,7,Red,113,11,4,UNRANKED,SPY Xerxe,4,Sejuani,TRUE,2055,3083,1409,3193,3047,1029,3364,0,0,2,0,0,0,0,0,0,0,0,0,143759,51976,79238,12544,0,1937,1103,833,0,9352,4,20190,9334,56,109,9,18607,4353,13835,418,10145,9575,0,0,44,149,106,0,458,14,11,0,39,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,53,0,0,8463,325,0,0,8429,70,16,12,8451,178,0,0,8313,0,0,0,8304,9,3,0,8400,8300,NONE,JUNGLE,1.9,0.3,0,1.7,492,308.6,0,302.7,327.4,236.1,0,263.8,1,0.3,0,0.1,119.5,-5.5,0,-75.6,594.8,623.8,0,455.9,185.5,90.4,0,-434.2,31,FALSE,FALSE,2042,Splyce,JUNGLE
308,8,Red,4,4,1,UNRANKED,SPY Nisqy,4,Twisted Fate,TRUE,3027,3157,3135,3100,3111,1058,3364,3,0,3,3,1,1,0,0,0,0,0,0,382709,214220,17498,150992,0,11519,10915,604,0,2420,1,4093,9934,7857,31,12,5932,1557,4255,120,15322,14800,1,0,334,12,12,0,305,18,6,0,11,7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8313,0,0,0,8316,9318,0,0,8347,0,0,0,8210,0,0,0,8236,48,0,0,8300,8200,SOLO,MIDDLE,10.1,9.6,0,9,530,500.3,0,500.9,438.1,369,0,406.5,-0.4,-0.2,0,-0.8,-3,-5.1,0,-55.1,135.5,123.7,0,60.3,40.5,-25.2,0,-170.1,31,FALSE,FALSE,2042,Splyce,MID
309,9,Red,51,7,4,UNRANKED,SPY Kobbe,502,Caitlyn,TRUE,0,3139,3031,3087,3094,3006,3363,4,0,1,4,3,1,0,1,1,0,0,0,281194,48305,229905,2984,2255,17198,5291,11586,320,1274,2,5758,14328,5708,58,8,2821,488,2120,212,15620,14175,3,0,380,14,12,0,166,16,5,0,16,23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,6409,0,0,9101,1646,6840,0,9103,16,20,0,8014,209,0,0,8234,19,0,0,8236,28,0,0,8000,8200,DUO_CARRY,BOTTOM,11.9,10.3,0,11.3,428.3,336.7,0,475,455.8,310.5,0,447.1,0.25,-0.3,0,-0.8,31.55,14.05,0,11.4,0.7,121,0,126.1,-92.35,-62.75,0,-286.45,31,FALSE,FALSE,2042,Splyce,BOTCARRY
310,10,Red,40,14,4,UNRANKED,SPY kaSing,7,Janna,TRUE,1033,3114,3098,0,3504,3158,3364,0,0,5,0,0,0,0,0,0,0,0,0,12949,10812,2136,0,0,2514,2417,97,0,4016,8,1072,2364,1221,91,17,2125,1048,1076,0,7442,6900,0,0,15,0,0,0,92,14,24,0,61,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,222,959,0,8226,1826,0,0,8210,19,0,0,8236,48,0,0,8313,0,0,0,8304,9,3,0,8200,8300,DUO_SUPPORT,BOTTOM,0.4,0.2,0,0.7,273,303.9,0,330.8,217.8,143.5,0,188.6,0.25,-0.3,0,-0.8,31.55,14.05,0,11.4,8.6,91.2,0,78.9,-92.35,-62.75,0,-286.45,31,FALSE,FALSE,2042,Splyce,SUPPORT
311,1,Blue,150,4,12,UNRANKED,ROC Profit,4,Gnar,FALSE,3143,3194,3047,3071,3026,3046,3340,1,2,4,0,1,0,2470,0,0,0,0,0,605957,65321,529257,11379,677,29173,3965,24755,453,6867,1,53949,23484,8632,96,41,50186,16906,29799,3480,28694,26300,3,1,632,23,14,4,3370,18,4,0,43,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,2041,0,0,8243,15,0,0,8234,36,0,0,8237,1359,0,0,8430,5,0,0,8444,2223,0,0,8200,8400,SOLO,TOP,12,9.3,8.114285714,10.3,582.3,490.1,588.9142857,560.7,438.7,293.6,424.8,400.5,2.3,2.9,-3.571428571,-0.8,43.9,40.8,-165,-46,305.2,392.2,887.3428571,384.6,-192.1,-42.1,286.1428571,226.4,32,FALSE,FALSE,4135,ROCCAT,TOP
312,2,Blue,113,4,11,UNRANKED,ROC Memento,4,Sejuani,FALSE,3143,1409,3193,3083,3047,3194,3364,0,4,3,0,0,0,2403,0,0,0,0,0,307958,108452,171847,27658,0,14131,8214,5749,168,16000,1,108885,20153,1808,160,52,82043,33955,45596,2491,20040,18575,1,0,109,221,145,21,1183,18,25,0,66,30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,5190,0,0,8009,860,0,0,9104,25,40,0,8014,84,0,0,8304,10,0,0,8313,0,0,0,8000,8300,NONE,JUNGLE,1.4,0,2,1.2,502,311.5,392.2285714,313.7,320,244,289.8857143,267.8,0.9,-0.5,0.428571429,0.4,196.9,33.5,-35.68571429,-87.8,734.1,634.1,1657.485714,585.3,77.8,89.4,276.0571429,54.6,32,FALSE,FALSE,4135,ROCCAT,JUNGLE
313,3,Blue,13,7,4,UNRANKED,ROC Blanc,4,Ryze,FALSE,3040,3157,3135,3001,3089,3158,3363,4,2,1,2,2,2,1866,1,0,0,0,0,845046,667560,22741,154745,1335,17796,17289,306,200,8351,1,28506,26069,7498,81,18,24421,10961,12384,1076,30998,23175,2,6,671,65,40,11,106,18,13,0,38,21,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,5,0,0,8313,0,0,0,8316,19372,0,0,8347,0,0,0,8234,20,0,0,8226,4147,0,0,8300,8200,SOLO,MIDDLE,12.3,9.4,8.971428571,10.7,604.9,501.1,626.1428571,562.8,438,296.9,462.4571429,475.6,-0.1,0.2,-0.2,-1.9,-16.6,28.3,84.77142857,-43.5,222.2,241.2,431.1428571,295.7,9.1,81.9,-71.97142857,76.4,32,FALSE,FALSE,4135,ROCCAT,MID
314,4,Blue,81,7,4,UNRANKED,ROC HeaQ,4,Ezreal,FALSE,3153,3033,3139,3042,3025,3158,3363,1,2,3,0,1,0,1949,0,0,0,0,0,648594,122732,507890,17970,0,72765,17356,52255,3153,7081,4,20144,23618,7392,111,40,25086,10909,12903,1273,29971,19925,5,0,633,65,40,16,2498,18,8,0,47,31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,1005,43,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,8226,4988,0,0,8236,100,0,0,8300,8200,DUO_CARRY,BOTTOM,10.3,8.2,8.742857143,11.6,394.3,300.4,522.9714286,497.8,382.2,279,492.2571429,399.9,0.05,-0.4,-0.757142857,1.35,7.05,-20.75,-150.9,7.6,129,169.7,476.7714286,246.8,-181.95,-30.4,-37.3,-16.65,32,FALSE,FALSE,4135,ROCCAT,BOTCARRY
315,5,Blue,201,4,14,UNRANKED,ROC Norskeren,23,Braum,FALSE,3047,3190,3193,3401,2055,3109,3364,0,4,6,0,0,0,1437,0,0,0,0,0,227372,25104,20873,181393,0,10351,9127,1134,90,6631,5,40190,3453,513,241,54,31518,14817,14336,2364,17682,15075,0,0,161,0,0,0,1039,18,53,0,140,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,8,0,0,8345,4,0,0,8316,2074,0,0,8410,104,0,0,8444,1290,0,0,8463,1573,0,0,8300,8400,DUO_SUPPORT,BOTTOM,2.6,1.8,2.2,2.8,296.9,257.4,344.8,251.3,226.3,159.3,284.6571429,211.6,0.05,-0.4,-0.757142857,1.35,7.05,-20.75,-150.9,7.6,219.4,238.3,586.4285714,362.5,-181.95,-30.4,-37.3,-16.65,32,FALSE,FALSE,4135,ROCCAT,SUPPORT
316,6,Red,41,12,4,UNRANKED,VIT Cabochard,24,Gangplank,TRUE,3053,3078,3046,3508,3031,3031,3364,4,1,7,4,2,1,4069,1,0,0,0,0,1373797,16181,1254697,102919,1663,36380,8483,23296,4599,11048,4,29582,9915,7337,65,19,37370,14183,22811,375,36258,37458,2,1,720,34,30,0,1718,18,5,0,23,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,535,25,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,8430,8,0,0,8444,1969,0,0,8300,8400,SOLO,TOP,9.7,6.4,11.68571429,11.1,538.4,449.3,753.9142857,606.7,430.1,316.8,588.3714286,493,-2.3,-2.9,3.571428571,0.8,-43.9,-40.8,165,46,497.3,434.3,601.2,158.2,192.1,42.1,-286.1428571,-226.4,32,FALSE,FALSE,4135,Team Vitality,TOP
317,7,Red,59,4,11,UNRANKED,VIT Gilius,552,Jarvan IV,TRUE,1409,3193,3109,3111,3083,3194,3364,2,1,9,0,1,0,1837,0,0,0,0,0,220402,69672,116833,33898,0,13955,2970,10361,624,10255,1,126603,21601,908,298,36,74081,17749,54708,1623,18279,18825,1,0,80,183,116,21,1084,18,15,0,160,45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1461,0,0,8143,368,0,0,8136,91,0,0,8105,5,0,0,8313,0,0,0,8304,10,0,0,8100,8300,NONE,JUNGLE,0.5,0.5,1.571428571,0.8,305.1,278,427.9142857,401.5,238.3,226.4,260.6857143,276.2,-0.9,0.5,-0.428571429,-0.4,-196.9,-33.5,35.68571429,87.8,656.3,544.7,1381.428571,530.7,-77.8,-89.4,-276.0571429,-54.6,32,FALSE,FALSE,4135,Team Vitality,JUNGLE
318,8,Red,268,4,1,UNRANKED,VIT Jiizuke,4,Azir,TRUE,3157,3115,3089,3020,3151,3135,3340,2,1,5,2,1,1,4124,0,0,0,0,0,687711,669039,15856,2815,0,61485,58457,1388,1640,3736,1,21551,47141,6447,104,17,26277,9386,16075,816,28972,29825,3,0,677,38,36,2,865,18,7,0,41,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,2974,0,0,8226,2710,0,0,8234,25,0,0,8237,1588,0,0,8009,2180,0,0,9104,18,0,0,8200,8000,SOLO,MIDDLE,12.4,9.2,9.171428571,12.6,621.5,472.8,541.3714286,606.3,417.4,291.4,440.1142857,438.6,0.1,-0.2,0.2,1.9,16.6,-28.3,-84.77142857,43.5,213.1,159.3,503.1142857,219.3,-9.1,-81.9,71.97142857,-76.4,32,FALSE,FALSE,4135,Team Vitality,MID
319,9,Red,110,7,4,UNRANKED,VIT Minitroupax,23,Varus,TRUE,3006,3153,3139,3085,3124,3156,3363,6,1,1,6,2,1,2902,1,0,0,0,0,746177,184933,551723,9520,925,26955,7555,19023,376,3450,1,21828,51180,9160,170,32,24974,6770,17833,370,32520,37335,2,0,713,87,55,4,1427,18,2,0,22,55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,9103,23,40,0,8017,2043,0,0,8300,8000,DUO_CARRY,BOTTOM,10.9,9.5,10.94285714,10.2,381.2,308.5,695.1428571,491.6,363.8,285.8,559.1714286,397.9,-0.05,0.4,0.757142857,-1.35,-7.05,20.75,150.9,-7.6,342.3,105.5,507.8571429,214.1,181.95,30.4,37.3,16.65,32,FALSE,FALSE,4135,Team Vitality,BOTCARRY
320,10,Red,44,4,14,UNRANKED,VIT Jactroll,4,Taric,TRUE,3107,3009,3222,3401,3504,3070,3364,0,2,12,0,0,0,2477,0,0,0,0,0,87479,43741,18047,25689,0,8519,4014,1061,3444,41651,9,37551,7359,1202,148,29,37409,15587,20941,880,16300,15550,0,0,100,2,2,0,198,18,36,0,108,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,17,0,0,8345,4,0,0,8304,10,0,0,8410,160,0,0,8453,4942,3109,0,8429,85,13,12,8300,8400,DUO_SUPPORT,BOTTOM,1.9,1.3,1.514285714,1.5,295.9,290.8,474.4285714,242.3,191.4,156.1,260,202.7,-0.05,0.4,0.757142857,-1.35,-7.05,20.75,150.9,-7.6,370,363.3,629.9428571,428.5,181.95,30.4,37.3,16.65,32,FALSE,FALSE,4135,Team Vitality,SUPPORT
321,1,Blue,164,12,4,UNRANKED,GIA Ruin,4,Camille,TRUE,3074,2421,1038,3047,3078,3053,3364,2,2,7,2,1,1,1373,0,0,0,0,0,239313,1177,191078,47057,0,15879,1177,11338,3362,1375,1,17953,7348,5613,43,20,20199,4421,14620,1157,15355,14458,0,0,335,21,12,4,405,18,5,0,20,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,740,0,0,8226,1232,0,0,8234,17,0,0,8237,412,0,0,8430,11,0,0,8444,911,0,0,8200,8400,SOLO,TOP,9,7.3,9.6,9.8,554.1,446.1,730.4,573.8,369.5,255.2,528.4,401.5,-1,0.1,-0.8,0.5,33,17.4,144.6,-45.5,483.2,415.6,851.8,440.6,8.9,64.4,143.8,94.8,33,FALSE,FALSE,2280,Giants Gaming,TOP
322,2,Blue,154,4,11,UNRANKED,GIA Djoko,4,Zac,TRUE,3190,0,1409,2055,3083,3047,3364,2,1,7,2,1,1,1382,0,0,0,0,0,97167,61101,23598,12467,0,5001,4198,585,217,21909,5,25826,2720,731,104,19,29394,8165,18873,2355,10520,9425,1,0,32,96,84,5,594,16,13,0,40,27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,155,0,0,8463,747,0,0,8429,73,16,13,8451,214,0,0,8313,0,0,0,8304,9,3,0,8400,8300,NONE,JUNGLE,0.7,0.6,1,1.1,453.4,310.5,761.6,163.2,320.2,227.9,290.6,190.5,-0.1,0.5,0.6,0.3,40.2,-67.8,253.8,-423.3,924.1,601.3,798.4,634.9,49.2,46.2,-22.2,-276.4,33,FALSE,FALSE,2280,Giants Gaming,JUNGLE
323,3,Blue,268,4,7,UNRANKED,GIA Betsy,4,Azir,TRUE,3020,1056,3135,3115,3151,3089,3363,8,2,3,4,3,2,1143,2,2,0,0,0,311173,298050,10667,2455,0,25359,24692,541,125,3550,4,8980,11845,6981,45,11,16581,7581,8336,663,18394,15500,1,0,389,51,51,0,349,18,4,0,16,20,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1622,189,0,8226,1360,0,0,8210,0,0,0,8237,870,0,0,9104,13,30,0,8009,2900,0,0,8200,8000,SOLO,MIDDLE,11,10.2,9.2,10.7,591.4,516.8,697.4,579.3,403.5,339.7,619.2,437.8,-0.1,0.8,3.8,0.5,17.2,39.9,231.2,-100.5,425.6,184.8,746.4,417.5,79.7,-123.1,119.2,179.6,33,FALSE,FALSE,2280,Giants Gaming,MID
324,4,Blue,18,4,7,UNRANKED,GIA Steeelback,4,Tristana,TRUE,3094,3072,3031,0,3006,3087,3363,0,1,7,0,0,0,1403,0,0,0,0,0,277768,104255,168541,4971,815,11216,3575,7640,0,5381,3,8643,8940,4573,60,1,13654,8229,5425,0,15890,13875,3,0,397,32,20,0,135,18,3,0,17,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,8642,0,0,9101,1527,4758,0,9104,24,10,0,8014,153,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,10.5,7.8,12.2,11.1,421.4,326.9,734,474.4,361,260.8,574.6,397.1,-1.2,-0.9,-0.2,0.05,-41.8,10,145.6,-61.15,325.4,186.1,617.6,384.1,3.25,38.95,79.3,-10.3,33,FALSE,FALSE,2280,Giants Gaming,BOTCARRY
325,5,Blue,44,4,14,UNRANKED,GIA Targamas,4,Taric,TRUE,3401,3190,3047,3070,0,1029,3364,1,2,8,0,1,0,1401,0,0,0,0,0,193747,25760,9033,158952,0,2751,1765,429,556,10407,5,19491,3673,988,86,16,14169,6657,6914,597,9298,7650,0,1,75,0,0,0,123,16,10,0,39,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,3937,0,0,8446,597,0,0,8430,21,0,0,8453,904,1575,0,8345,4,0,0,8316,925,0,0,8400,8300,DUO_SUPPORT,BOTTOM,1.7,2,1.4,2.7,267.9,306.8,676.2,383.6,177.8,161.7,291.4,220.1,-1.2,-0.9,-0.2,0.05,-41.8,10,145.6,-61.15,270.1,185.3,578.4,521.9,3.25,38.95,79.3,-10.3,33,FALSE,FALSE,2280,Giants Gaming,SUPPORT
326,6,Red,41,4,12,UNRANKED,MSF Alphari,4,Gangplank,FALSE,3142,1038,3046,3078,3047,3053,3340,1,3,5,0,1,0,1085,0,0,0,0,0,321001,8163,302025,10812,1050,18785,6253,10441,2090,2742,1,13940,10093,3280,43,20,18388,4702,11988,1698,17075,15633,3,0,352,12,1,0,798,18,4,0,24,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,385,10,0,8313,0,0,0,8321,1,0,0,8347,0,0,0,8430,6,0,0,8444,521,0,0,8300,8400,SOLO,TOP,10,7.2,10.4,9.3,521.1,428.7,585.8,619.3,470,284.8,463.8,530.3,1,-0.1,0.8,-0.5,-33,-17.4,-144.6,45.5,474.3,351.2,708,345.8,-8.9,-64.4,-143.8,-94.8,33,FALSE,FALSE,2280,Misfits Gaming,TOP
327,7,Red,107,11,4,UNRANKED,MSF Maxlore,4,Rengar,FALSE,3047,3134,1408,3142,2055,3147,3364,0,3,5,0,0,0,1135,0,0,0,0,0,248222,16807,211393,20021,532,5351,377,4934,40,16490,1,15747,28606,0,140,2,30188,9964,20198,25,12570,11825,0,0,19,235,140,25,523,17,14,0,74,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,463,0,0,8143,334,0,0,8136,37,0,0,8105,4,0,0,8304,10,0,0,8313,0,0,0,8100,8300,NONE,JUNGLE,0.8,0.1,0.4,0.8,413.2,378.3,507.8,586.5,295.5,273.5,318.2,404.9,0.1,-0.5,-0.6,-0.3,-40.2,67.8,-253.8,423.3,874.9,555.1,820.6,911.3,-49.2,-46.2,22.2,276.4,33,FALSE,FALSE,2280,Misfits Gaming,JUNGLE
328,8,Red,13,7,4,UNRANKED,MSF Sencux,4,Ryze,FALSE,3040,3157,3158,3135,1026,3001,3363,3,4,4,2,1,1,1131,0,0,0,0,0,423169,257626,12325,153217,867,11182,10921,211,49,2680,1,14787,12184,2382,39,12,15582,10246,5090,245,15595,13700,0,0,361,24,12,5,38,18,4,0,18,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8316,8341,0,0,8347,0,0,0,8226,2007,0,0,8234,19,0,0,8300,8200,SOLO,MIDDLE,11.1,9.4,5.4,10.2,574.2,476.9,466.2,679.8,407.7,300.8,349.2,522.1,0.1,-0.8,-3.8,-0.5,-17.2,-39.9,-231.2,100.5,345.9,307.9,627.2,237.9,-79.7,123.1,-119.2,-179.6,33,FALSE,FALSE,2280,Misfits Gaming,MID
329,9,Red,81,4,7,UNRANKED,MSF Hans Sama,4,Ezreal,FALSE,3156,3153,3025,3042,3033,3158,3363,3,1,4,3,2,1,2241,1,0,0,0,0,274826,30950,234632,9243,0,23800,7608,14248,1943,2567,3,8016,14680,4333,54,19,13088,7942,4873,273,17163,16225,1,0,408,16,12,0,1344,17,10,0,25,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,860,25,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,8226,2270,0,0,8237,642,0,0,8300,8200,DUO_CARRY,BOTTOM,12,9.9,11,11,438.8,347.6,661.6,546.3,397.6,336.1,586,509.5,1.2,0.9,0.2,-0.05,41.8,-10,-145.6,61.15,309.3,129.6,573.6,295,-3.25,-38.95,-79.3,10.3,33,FALSE,FALSE,2280,Misfits Gaming,BOTCARRY
330,10,Red,516,14,4,UNRANKED,MSF Mikyx,26,Ornn,FALSE,3401,2055,3190,2424,3158,3067,3364,1,2,6,0,1,0,1216,0,0,0,0,0,61678,22858,23833,14986,0,8372,5419,2574,378,3313,3,15339,2863,0,108,45,15782,6722,7215,1843,9622,8900,0,0,91,0,0,0,407,15,24,0,79,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,8444,933,0,0,8429,73,14,13,8300,8400,DUO_SUPPORT,BOTTOM,2.6,1.7,3,2.7,334.1,266.1,457.4,434,217,150.4,285,335.7,1.2,0.9,0.2,-0.05,41.8,-10,-145.6,61.15,279.7,163.9,463.8,631.6,-3.25,-38.95,-79.3,10.3,33,FALSE,FALSE,2280,Misfits Gaming,SUPPORT
