,participantId,teamId,championId,spell1Id,spell2Id,highestAchievedSeasonTier,summonerName,profileIcon,name,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,role,lane,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,creepsPerMinDeltas.30-end,creepsPerMinDeltas.20-30,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,xpPerMinDeltas.30-end,xpPerMinDeltas.20-30,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,goldPerMinDeltas.30-end,goldPerMinDeltas.20-30,csDiffPerMinDeltas.10-20,csDiffPerMinDeltas.0-10,csDiffPerMinDeltas.30-end,csDiffPerMinDeltas.20-30,xpDiffPerMinDeltas.10-20,xpDiffPerMinDeltas.0-10,xpDiffPerMinDeltas.30-end,xpDiffPerMinDeltas.20-30,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,damageTakenPerMinDeltas.30-end,damageTakenPerMinDeltas.20-30,damageTakenDiffPerMinDeltas.10-20,damageTakenDiffPerMinDeltas.0-10,damageTakenDiffPerMinDeltas.30-end,damageTakenDiffPerMinDeltas.20-30,gameNumber,isTiebreaker,isPlayoff,duration,teamName,teamRole
1361,1,Blue,48,4,12,UNRANKED,SKT Untara,4,Trundle,TRUE,3143,3074,3105,3111,3110,3065,3340,1,1,4,0,1,0,2117,0,0,0,0,0,231453,2989,226078,2385,0,9661,2989,6531,140,11144,1,51562,9426,9426,45,25,31563,14711,16636,216,15790,16000,2,0,359,12,0,8,1550,18,4,0,20,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,830,1125,0,8446,2008,0,0,8429,73,23,16,8444,1432,0,0,9104,19,10,0,9101,5842,9352,0,8400,8000,DUO,MIDDLE,11.3,8.5,11.2,10.5,602.9,473.8,842.4,621.8,421.6,279.1,642,472.8,0,0,0,0,0,0,0,0,640.5,308.4,1412.6,797.3,0,0,0,0,137,FALSE,FALSE,2232,SK telecom T1,TOP
1362,2,Blue,59,11,4,UNRANKED,SKT Blossom,7,Jarvan IV,TRUE,2055,1409,3193,1011,3083,3111,3364,2,3,7,0,1,0,1234,0,0,0,0,0,158338,45126,92267,20943,0,7037,1365,5513,158,8237,1,32433,16876,657,143,14,33991,9538,24273,180,12956,11200,0,0,60,143,91,20,645,16,8,0,73,28,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,644,0,0,8143,247,0,0,8136,45,0,0,8105,4,0,0,9111,663,0,0,9104,20,30,0,8100,8000,DUO,MIDDLE,0.5,0.1,5.2,2.8,377.2,320.6,624.2,396,301.8,283.4,456.4,367.9,0,0,0,0,0,0,0,0,670.3,429.7,1614.4,1234.4,0,0,0,0,137,FALSE,FALSE,2232,SK telecom T1,JUNGLE
1363,3,Blue,13,7,4,UNRANKED,SKT Faker,7,Ryze,TRUE,3040,3089,3111,3001,3165,3108,3340,2,2,7,2,1,1,1252,0,0,0,0,0,420324,253467,12440,154416,1222,17405,17108,297,0,5042,1,22065,25243,6765,48,24,17867,9012,8664,190,15873,15225,3,0,301,72,24,29,55,18,5,0,22,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8316,6599,0,0,8347,0,0,0,8226,2223,0,0,8234,20,0,0,8300,8200,DUO,BOTTOM,11.4,9.1,7.4,5.9,617.7,488.5,742,501.4,410.5,280.3,603.6,485.3,0,0,0,0,0,0,0,0,398.3,218.9,930,613.9,0,0,0,0,137,FALSE,FALSE,2232,SK telecom T1,MID
1364,4,Blue,110,7,4,UNRANKED,SKT Bang,20,Varus,TRUE,3135,3091,3140,3124,3085,3047,3363,4,3,6,2,2,2,1682,1,0,0,0,0,222311,86249,117240,18821,462,27787,16398,10335,1054,3785,4,16711,21729,5589,58,44,12303,6513,5790,0,16044,15275,2,3,293,56,32,8,843,16,7,0,20,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,10798,0,0,9101,3913,7747,0,9103,16,30,0,8014,371,0,0,8233,27,0,0,8236,48,0,0,8000,8200,DUO,BOTTOM,11,9.6,7.6,4.9,400.2,333.8,652.2,407.3,401.8,303.6,698,453,0,0,0,0,0,0,0,0,64.1,142.1,499.6,568.5,0,0,0,0,137,FALSE,FALSE,2232,SK telecom T1,BOTCARRY
1365,5,Blue,12,14,4,UNRANKED,SKT Wolf,7,Alistar,TRUE,3401,2055,3024,3190,3117,3800,3364,2,4,9,2,1,1,1241,0,0,0,0,0,175889,7760,7600,160528,0,6140,4780,561,798,7420,5,35626,2582,2124,78,32,22954,10130,12611,212,10385,9750,2,0,61,0,0,0,68,14,14,0,44,12,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,654,0,0,8446,1609,0,0,8429,73,17,13,8444,1037,0,0,8316,572,0,0,8339,0,0,0,8400,8300,DUO,BOTTOM,2.6,1.1,1.8,1.5,292.5,291.8,661.6,242.9,283.4,162.9,387,311,0,0,0,0,0,0,0,0,305,131,1046,994.1,0,0,0,0,137,FALSE,FALSE,2232,SK telecom T1,SUPPORT
1366,6,Red,14,12,4,UNRANKED,JAG SoHwan,25,Sion,FALSE,3800,3211,1011,3047,3075,3001,3340,2,1,4,0,1,0,2090,0,0,0,0,0,197340,139355,56704,1279,21,17589,10611,6978,0,5039,1,43667,1400,50,34,70,19723,8510,10752,460,12607,12025,0,0,321,0,0,0,1888,18,1,0,18,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,34,0,0,8304,10,0,0,8345,4,0,0,8347,0,0,0,8429,73,20,14,8444,1082,0,0,8300,8400,NONE,JUNGLE,11.5,7.8,6.6,8.7,597.3,464,484.4,503.2,365.6,253.9,297.2,349.1,0,0,0,0,0,0,0,0,534.9,156.4,1638.2,441.3,0,0,0,0,137,FALSE,FALSE,2232,Jin Air GreenWings,TOP
1367,7,Red,113,11,4,UNRANKED,JAG UmTi,551,Sejuani,FALSE,1409,3193,2055,3111,3083,1029,3364,1,2,10,0,1,0,1677,0,0,0,0,0,160375,61682,86095,12597,0,9705,4720,4984,0,10253,1,38775,4541,0,75,40,31689,14269,16789,631,10637,10375,0,0,46,130,89,8,611,16,13,0,40,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,537,0,0,8446,0,0,0,8429,73,17,16,8451,279,0,0,9111,2447,0,0,9104,20,30,0,8400,8000,NONE,JUNGLE,0.6,0.2,2.4,1.3,394,361.9,307.4,335.8,276.2,260.2,215.8,283.5,0,0,0,0,0,0,0,0,567.7,521.1,1464,1198,0,0,0,0,137,FALSE,FALSE,2232,Jin Air GreenWings,JUNGLE
1368,8,Red,61,1,4,UNRANKED,JAG Justice,552,Orianna,FALSE,3165,3135,3089,2055,3108,3111,3363,3,2,10,3,1,1,1352,0,0,0,0,0,224359,206034,16725,1600,0,20266,19746,520,0,1957,1,7557,0,0,37,42,11638,7448,3805,384,13522,13225,0,0,306,14,8,0,2432,18,11,0,23,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,857,1878,0,8226,1943,0,0,8234,26,0,0,8237,476,0,0,8139,768,0,0,8105,5,0,0,8200,8100,NONE,JUNGLE,10.9,8.1,6,4.8,561.7,449.2,463.8,369.7,362.7,271.8,327.6,311.4,0,0,0,0,0,0,0,0,104,171.6,222.2,684.4,0,0,0,0,137,FALSE,FALSE,2232,Jin Air GreenWings,MID
1369,9,Red,18,4,7,UNRANKED,JAG Teddy,23,Tristana,FALSE,3047,3036,3139,3031,3087,3094,3363,7,2,6,6,3,1,471,1,1,0,0,0,378999,163293,209981,5724,812,31784,7132,24044,608,4353,5,13002,3880,0,53,7,12802,3643,8715,444,17758,17275,0,0,424,29,29,0,638,18,5,0,17,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,11501,0,0,9101,2572,6793,0,9103,20,20,0,8017,2130,0,0,8233,31,0,0,8236,28,0,0,8000,8200,SOLO,TOP,10.1,8.9,14.4,10.7,412.5,317.5,590.2,611.2,380.2,280.3,556,534.4,0,0,0,0,0,0,0,0,250.3,235.6,258,338.1,0,0,0,0,137,FALSE,FALSE,2232,Jin Air GreenWings,BOTCARRY
1370,10,Red,201,14,4,UNRANKED,JAG Wraith,549,Braum,FALSE,3401,3190,1031,2055,3067,3047,3364,0,4,10,0,0,0,1239,0,0,0,0,0,26326,7947,6230,12149,0,5223,4285,747,190,1970,5,16422,408,0,74,40,16532,10749,5552,231,7885,7400,0,0,65,0,0,0,583,14,10,0,46,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,2199,0,0,8463,1528,0,0,8429,73,20,14,8444,893,0,0,8345,4,0,0,8304,10,0,0,8400,8300,SOLO,BOTTOM,2.2,1.2,3,1.1,266.9,275.2,656.2,225.6,199.3,144.1,254,210.7,0,0,0,0,0,0,0,0,316.4,201,589.2,763.1,0,0,0,0,137,FALSE,FALSE,2232,Jin Air GreenWings,SUPPORT
1371,1,Blue,516,12,4,UNRANKED,JAG SoHwan,25,Ornn,TRUE,3193,3190,3047,3110,3083,3379,3340,0,2,4,0,0,0,1599,0,0,0,0,0,256485,107020,140452,9013,0,16038,11239,4765,33,2553,1,73604,7997,6075,67,48,26534,9013,16098,1422,18302,17325,1,0,411,0,0,0,4041,18,1,0,28,8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,357,370,0,8446,3101,0,0,8429,80,23,20,8444,1318,0,0,8345,4,0,0,8304,10,0,0,8400,8300,DUO,MIDDLE,11.3,9.2,6.5,7.6,603.7,487.5,574.05,431.1,432.3,287.2,367.2,306.4,0,0,0,0,0,0,0,0,279.1,265.4,653.75,546.6,0,0,0,0,138,FALSE,FALSE,3023,Jin Air GreenWings,TOP
1372,2,Blue,121,11,4,UNRANKED,JAG UmTi,551,Kha'Zix,TRUE,3139,3142,3134,1408,3147,3117,3364,2,3,7,0,1,0,1215,0,0,0,0,0,288253,8861,249505,29886,0,17949,795,17021,132,21241,1,20725,22949,358,200,13,38082,13524,23772,785,16873,15675,1,0,92,222,152,15,866,18,20,0,112,44,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1077,0,0,8143,803,0,0,8136,61,0,0,8105,3,0,0,8234,25,0,0,8232,11,20,0,8100,8200,DUO,MIDDLE,1.1,0.3,2.65,1.8,337,405.2,504.75,360,300.2,306.2,354.7,277.4,0,0,0,0,0,0,0,0,838.7,685.9,871.6,526.7,0,0,0,0,138,FALSE,FALSE,3023,Jin Air GreenWings,JUNGLE
1373,3,Blue,13,1,4,UNRANKED,JAG Justice,552,Ryze,TRUE,3102,3027,3040,3374,3135,3111,3340,3,0,7,3,1,1,0,0,0,0,0,0,526178,385302,13944,126932,1311,23527,22996,423,108,7871,1,20567,11514,3409,88,21,19745,9836,8469,1439,20488,19300,2,0,460,32,24,0,113,18,28,0,57,34,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8304,9,0,0,8316,12117,0,0,8347,0,0,0,8226,2974,0,0,8234,21,0,0,8300,8200,DUO,BOTTOM,12.9,9.2,7.45,8.7,669.4,489.5,564,421.6,433.8,358.1,432.25,315.3,0,0,0,0,0,0,0,0,175,62.4,540.4,585.1,0,0,0,0,138,FALSE,FALSE,3023,Jin Air GreenWings,MID
1374,4,Blue,498,4,7,UNRANKED,JAG Teddy,23,Xayah,TRUE,3078,3087,3139,3371,3508,3094,3363,9,0,2,9,3,1,0,1,1,0,0,0,521955,75259,439158,7537,1583,38737,6601,31335,801,3304,2,8466,26785,7634,80,13,12372,5023,5936,1412,25220,22808,3,0,548,67,50,6,289,18,5,0,20,33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,17239,0,0,8009,1635,0,0,9103,18,20,0,8014,986,0,0,8233,42,0,0,8236,72,0,0,8000,8200,DUO,BOTTOM,12.9,9.1,10.7,10.4,524.7,308,708.25,524.2,426.4,285.1,617.55,476.5,0,0,0,0,0,0,0,0,133.1,112.9,317.9,250.5,0,0,0,0,138,FALSE,FALSE,3023,Jin Air GreenWings,BOTCARRY
1375,5,Blue,497,14,4,UNRANKED,JAG Wraith,549,Rakan,TRUE,3069,3190,3050,2055,3109,3158,3364,0,1,11,0,0,0,2876,0,0,0,0,0,9213,5332,3649,231,0,4944,4251,527,165,5421,5,20273,457,83,143,25,15526,9113,4594,1818,12319,11050,0,0,27,0,0,0,169,17,23,0,74,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,1,0,0,8304,10,0,0,8345,4,0,0,8339,0,0,0,8429,80,20,15,8453,614,970,0,8300,8400,DUO,BOTTOM,0.7,0,0.6,0.8,272.3,294.5,394.15,271.2,232.2,155.4,272.55,214.7,0,0,0,0,0,0,0,0,101.6,90.9,526,308.1,0,0,0,0,138,FALSE,FALSE,3023,Jin Air GreenWings,SUPPORT
1376,6,Red,150,4,12,UNRANKED,SKT Untara,4,Gnar,FALSE,3193,3143,3071,3111,3083,3194,3340,0,2,2,0,0,0,2094,0,0,0,0,0,358199,41780,293706,22712,542,12439,1767,9992,679,6961,1,44037,7914,4355,74,49,36991,16726,20051,214,19088,21900,0,0,477,6,1,1,1794,18,8,0,35,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,7957,0,0,9101,883,1259,0,9104,20,10,0,8014,41,0,0,8429,80,15,14,8444,1608,0,0,8000,8400,NONE,JUNGLE,10.5,8.5,9.65,9.4,566.1,466.6,690.45,587.5,352.7,270.4,443.7,343.4,0,0,0,0,0,0,0,0,632.7,327,1133.75,471.9,0,0,0,0,138,FALSE,FALSE,3023,SK telecom T1,TOP
1377,7,Red,24,11,4,UNRANKED,SKT Blossom,7,Jax,FALSE,2055,1409,3053,1029,3078,3111,3364,0,8,5,0,0,0,920,0,0,0,0,0,200474,72218,105687,22568,0,2764,940,1662,162,14600,1,39985,24339,1119,230,12,45460,13611,31697,152,14137,12333,1,0,87,168,111,4,499,17,19,0,120,57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,224,192,31,9111,352,0,0,9104,24,20,0,8014,49,0,0,8136,66,0,0,8105,3,0,0,8000,8100,NONE,JUNGLE,1.5,0.3,2.75,1.4,439.3,323.9,366.2,319.6,283.3,249.2,287.4,251.5,0,0,0,0,0,0,0,0,539,663.2,1178.8,986.2,0,0,0,0,138,FALSE,FALSE,3023,SK telecom T1,JUNGLE
1378,8,Red,142,1,4,UNRANKED,SKT Faker,7,Zoe,FALSE,3157,3020,3151,3165,3089,3135,3340,2,0,4,2,1,1,0,0,0,0,0,0,563826,410054,17047,136724,0,33058,29277,542,3238,4424,2,10003,12474,631,64,35,15645,6181,9260,204,20679,18975,0,0,461,60,51,4,157,18,5,0,33,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,4,0,0,8313,0,0,0,8316,13978,0,0,8347,0,0,0,8243,15,0,0,8210,0,0,0,8300,8200,NONE,JUNGLE,12.2,9.7,7.85,8.5,607.7,509.5,617.95,492.7,400.5,302.8,473.45,362.8,0,0,0,0,0,0,0,0,207.3,41.9,424,341,0,0,0,0,138,FALSE,FALSE,3023,SK telecom T1,MID
1379,9,Red,81,7,4,UNRANKED,SKT Bang,20,Ezreal,FALSE,3153,3036,3139,3042,3078,3158,3363,2,0,3,2,1,1,0,0,0,0,0,0,388559,62372,310911,15275,0,26710,7517,17479,1713,2332,3,10239,21847,3701,55,14,12088,3732,8206,150,21509,22908,0,0,484,53,41,0,1670,18,5,0,29,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,685,22,0,8304,10,0,0,8345,4,0,0,8347,0,0,0,8226,3432,0,0,8236,72,0,0,8300,8200,NONE,JUNGLE,12,9,8.25,10.7,468.4,313.5,600.1,487.8,397.1,304,466.1,456.9,0,0,0,0,0,0,0,0,23.2,145.6,404.4,222,0,0,0,0,138,FALSE,FALSE,3023,SK telecom T1,BOTCARRY
1380,10,Red,89,14,4,UNRANKED,SKT Wolf,7,Leona,FALSE,3401,2055,3117,3190,3193,3109,3364,2,4,4,0,1,0,1990,0,0,0,0,0,189382,3908,10233,175240,0,3491,1800,604,1086,3632,5,52610,385,56,129,20,24784,9131,15134,519,12468,11650,1,0,110,0,0,0,53,16,22,0,62,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,478,0,0,8446,0,0,0,8429,80,21,17,8444,1062,0,0,8316,1368,0,0,8339,0,0,0,8400,8300,SOLO,BOTTOM,2.9,1.2,2.2,2.5,319.6,298.7,389.7,200,245,154.8,288.65,214.3,0,0,0,0,0,0,0,0,25.3,94.7,951.25,455.9,0,0,0,0,138,FALSE,FALSE,3023,SK telecom T1,SUPPORT
1381,1,Blue,14,4,12,UNRANKED,SKT Untara,4,Sion,TRUE,3105,3060,3110,3111,3001,3083,3340,2,0,6,2,1,1,0,0,0,0,0,0,234105,148868,81697,3539,0,11889,7798,3934,156,2043,1,56129,2139,1788,47,65,23087,8697,14390,0,16195,13425,1,0,386,0,0,0,2980,18,5,0,24,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8351,16,0,0,8304,10,0,0,8345,4,0,0,8347,0,0,0,8429,74,23,17,8444,1437,0,0,8300,8400,DUO,MIDDLE,10.1,8.5,10.2,11.4,582.6,481.7,639.6,687.8,386.8,274.4,455,457.8,0,0,0,0,0,0,0,0,603.2,377.6,837.2,430.1,0,0,0,0,139,FALSE,FALSE,2321,SK telecom T1,TOP
1382,2,Blue,154,11,4,UNRANKED,SKT Blossom,7,Zac,TRUE,3193,1409,0,3194,3158,3083,3364,1,0,9,0,1,0,0,0,0,0,0,0,175905,128122,32841,14942,0,4813,4192,589,32,36712,5,36025,12484,1513,123,15,37194,11750,25377,66,13880,12600,2,0,61,164,88,27,764,17,16,0,40,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,509,0,0,8463,2191,0,0,8429,74,15,15,8453,2695,126,0,8304,10,0,0,8347,0,0,0,8400,8300,DUO,MIDDLE,0.9,0.1,2,3.2,403,341.1,421.8,506.9,319.9,259.3,387.6,403.2,0,0,0,0,0,0,0,0,719.1,772,1700.2,752.5,0,0,0,0,139,FALSE,FALSE,2321,SK telecom T1,JUNGLE
1383,3,Blue,142,7,4,UNRANKED,SKT Faker,7,Zoe,TRUE,3140,3165,3020,3151,3089,3135,3340,1,1,10,0,1,0,2074,0,0,0,0,0,481482,324589,19508,137385,0,30381,26128,1136,3116,3650,7,8054,30395,11666,55,40,12559,5500,7058,0,16977,15175,3,0,356,38,20,10,205,18,1,0,19,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8304,10,0,0,8316,6191,0,0,8347,0,0,0,8243,15,0,0,8210,0,0,0,8300,8200,DUO,BOTTOM,10.9,9.8,7.6,9.5,615.3,503.5,596.4,607,439.3,314.8,445.4,504.6,0,0,0,0,0,0,0,0,144.1,94.9,730.6,224,0,0,0,0,139,FALSE,FALSE,2321,SK telecom T1,MID
1384,4,Blue,110,7,4,UNRANKED,SKT Bang,20,Varus,TRUE,3153,3091,3140,3085,3124,3047,3363,7,0,5,7,4,1,0,1,1,1,0,0,294442,86510,194135,13795,644,15967,6066,9602,298,3593,3,14141,43547,11331,93,14,8125,2704,5291,130,19403,16250,4,3,346,77,35,25,1151,18,9,0,24,28,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,12256,0,0,9101,4262,9112,0,9103,17,20,0,8014,389,0,0,8233,28,0,0,8236,28,0,0,8000,8200,DUO,BOTTOM,9.8,8.3,7,8.5,435.6,311.8,577,630.3,464.2,274.5,545.4,519.6,0,0,0,0,0,0,0,0,171,135.5,456.2,223.2,0,0,0,0,139,FALSE,FALSE,2321,SK telecom T1,BOTCARRY
1385,5,Blue,89,14,4,UNRANKED,SKT Wolf,7,Leona,TRUE,3401,0,3117,3190,3067,3109,3364,2,0,9,2,1,1,0,0,0,0,0,0,162941,7600,13269,142071,0,4348,3330,859,158,3576,4,20977,5276,3032,111,20,13745,5203,8256,286,11639,9650,0,0,79,4,0,0,51,15,20,0,52,24,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,610,0,0,8446,2028,0,0,8429,74,18,13,8444,669,0,0,8316,434,0,0,8339,0,0,0,8400,8300,DUO,BOTTOM,3,1.6,1.2,2,358.9,321.3,419.4,286.5,365.4,165.2,300.2,291.6,0,0,0,0,0,0,0,0,237,115.6,778.4,373.1,0,0,0,0,139,FALSE,FALSE,2321,SK telecom T1,SUPPORT
1386,6,Red,516,12,4,UNRANKED,JAG SoHwan,25,Ornn,FALSE,3060,3082,3111,3110,1011,3001,3340,0,2,0,0,0,0,2068,0,0,0,0,0,175647,80280,90146,5221,0,13923,9889,3997,36,1325,1,38786,597,597,39,63,19161,11987,6780,394,11666,11775,0,0,313,0,0,0,1787,17,7,0,25,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,240,456,0,8446,417,0,0,8429,74,23,15,8444,1075,0,0,8345,4,0,0,8304,10,0,0,8400,8300,NONE,JUNGLE,10.5,9,6.4,7.8,559.2,482.4,404,448.1,345.5,281.1,257,296,0,0,0,0,0,0,0,0,404.5,362.1,953.2,196.1,0,0,0,0,139,FALSE,FALSE,2321,Jin Air GreenWings,TOP
1387,7,Red,113,11,4,UNRANKED,JAG UmTi,551,Sejuani,FALSE,1409,2421,1031,1057,3083,3111,3364,0,4,0,0,0,0,1040,0,0,0,0,0,136465,51775,73200,11489,0,5115,2221,2722,171,7548,1,30603,2618,0,92,20,35922,19260,14937,1724,9453,9470,0,0,48,117,94,0,537,15,10,0,43,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,440,0,0,8446,0,0,0,8429,74,13,13,8451,270,0,0,9111,0,0,0,9104,0,0,0,8400,8000,NONE,JUNGLE,0.5,0.1,1.8,2.1,376.5,356.4,411.2,325.1,261.8,258.1,173.4,218,0,0,0,0,0,0,0,0,981.7,571.2,909.8,601.3,0,0,0,0,139,FALSE,FALSE,2321,Jin Air GreenWings,JUNGLE
1388,8,Red,90,1,4,UNRANKED,JAG Justice,552,Malzahar,FALSE,3135,3165,3092,3089,0,3111,3363,0,2,1,0,0,0,1204,0,0,0,0,0,350438,179108,14987,156343,0,12777,12563,110,103,318,1,8768,2565,174,56,57,9530,5914,2732,883,13565,13225,0,0,316,11,9,0,418,17,15,0,51,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8304,10,0,0,8316,7891,0,0,8347,0,0,0,8226,2096,0,0,8234,14,0,0,8300,8200,NONE,JUNGLE,10.2,7.6,3.2,7.9,514.9,485.5,249.8,472.2,377.1,277,281.8,347,0,0,0,0,0,0,0,0,269.1,78,358.2,154.9,0,0,0,0,139,FALSE,FALSE,2321,Jin Air GreenWings,MID
1389,9,Red,498,4,7,UNRANKED,JAG Teddy,23,Xayah,FALSE,3006,3036,3140,3031,3508,3087,3363,1,2,0,0,1,0,1599,0,0,0,0,0,317885,61967,255396,522,855,22356,3252,19072,32,3219,2,4692,0,0,43,14,11841,7524,3834,481,15716,15275,0,0,425,34,31,0,86,18,5,0,18,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,7264,0,0,8009,580,0,0,9103,19,0,0,8017,1681,0,0,8233,25,10,0,8236,28,0,0,8000,8200,SOLO,TOP,10.6,9.6,10.4,12.4,479.2,322,536.4,569.2,362.2,290.7,496,449.7,0,0,0,0,0,0,0,0,263.1,64.7,439.4,271.6,0,0,0,0,139,FALSE,FALSE,2321,Jin Air GreenWings,BOTCARRY
1390,10,Red,497,14,4,UNRANKED,JAG Wraith,549,Rakan,FALSE,3069,3114,3050,2055,3113,3158,3364,0,3,0,0,0,0,1035,0,0,0,0,0,5474,3089,2245,140,0,1993,1358,494,140,738,5,10669,0,0,94,14,7974,4698,2999,276,7470,7560,0,0,22,0,0,0,146,13,13,0,58,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,1,0,0,8304,10,0,0,8345,4,0,0,8339,0,0,0,8429,74,16,11,8453,105,416,0,8300,8400,SOLO,BOTTOM,0.2,0,0.6,1.3,154.6,298.4,340.2,306.5,146.9,170.6,164.8,208.3,0,0,0,0,0,0,0,0,128.1,87.5,610.2,48.1,0,0,0,0,139,FALSE,FALSE,2321,Jin Air GreenWings,SUPPORT
