,participantId,teamId,championId,spell1Id,spell2Id,highestAchievedSeasonTier,summonerName,profileIcon,name,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,role,lane,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,creepsPerMinDeltas.30-end,creepsPerMinDeltas.20-30,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,xpPerMinDeltas.30-end,xpPerMinDeltas.20-30,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,goldPerMinDeltas.30-end,goldPerMinDeltas.20-30,csDiffPerMinDeltas.10-20,csDiffPerMinDeltas.0-10,csDiffPerMinDeltas.30-end,csDiffPerMinDeltas.20-30,xpDiffPerMinDeltas.10-20,xpDiffPerMinDeltas.0-10,xpDiffPerMinDeltas.30-end,xpDiffPerMinDeltas.20-30,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,damageTakenPerMinDeltas.30-end,damageTakenPerMinDeltas.20-30,damageTakenDiffPerMinDeltas.10-20,damageTakenDiffPerMinDeltas.0-10,damageTakenDiffPerMinDeltas.30-end,damageTakenDiffPerMinDeltas.20-30,gameNumber,isTiebreaker,isPlayoff,duration,teamName,teamRole
1,1,Blue,516,4,14,UNRANKED,KZ Rascal,4,Ornn,FALSE,3001,3143,1054,3025,2055,3047,3340,1,3,5,0,1,0,1201,0,0,0,0,0,282132,54016,97790,130325,0,8054,4676,3264,114,1269,1,34351,4033,703,36,22,17803,7956,9560,286,12887,10925,0,0,280,9,7,0,1084,17,11,0,24,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,1,0,0,8345,4,0,0,8316,5872,0,0,8347,0,0,0,8430,21,0,0,8444,776,0,0,8300,8400,SOLO,TOP,8.9,8.8,2.4,9.1,517.8,483.7,379.6,533,353.7,309,340,397.6,-2.3,0.8,-2.8,-1.1,-79.1,52.1,-215.4,-17.9,609.2,188.5,1605.6,179.8,245.1,-50.3,277.4,-131.9,1,FALSE,FALSE,2132,KING-ZONE DragonX,TOP
2,2,Blue,76,4,11,UNRANKED,KZ Peanut,7,Nidalee,FALSE,1410,3174,3158,3135,3098,3100,3364,2,4,5,2,1,1,1295,0,0,0,0,0,185375,141473,28719,15183,980,13656,11790,1726,140,15005,4,13554,10310,2885,140,0,25881,7303,18538,40,13391,12840,0,0,49,165,119,3,302,15,3,0,72,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,879,0,0,8143,276,0,0,8136,47,0,0,8105,5,0,0,8304,9,0,0,8313,0,0,0,8100,8300,NONE,JUNGLE,1.9,0.2,1.4,2.1,500.2,346.4,500.8,368.3,439.7,265.8,442.2,355.2,0.6,-0.8,-2,-0.8,8.8,54.3,-134.4,82.6,637.8,641.3,1215.6,701.2,-209.1,117.9,-407.2,-185.6,1,FALSE,FALSE,2132,KING-ZONE DragonX,JUNGLE
3,3,Blue,69,4,1,UNRANKED,KZ Bdd,4,Cassiopeia,FALSE,3165,3040,3135,3102,0,1056,3340,4,3,1,2,1,1,1181,0,0,0,0,0,167228,156622,9735,870,0,15956,15691,264,0,3784,1,7357,6690,516,43,19,12678,7356,5256,66,13387,13925,0,0,293,12,12,0,1497,17,10,0,25,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8230,14,0,0,8226,1711,0,0,8210,0,0,0,8237,403,0,0,8009,5180,0,0,8014,447,0,0,8200,8000,SOLO,MIDDLE,10.1,8.6,4.2,8.5,542,446.8,409.2,468.6,388,308.2,400,385.9,-1.4,0.9,-2.6,-2.6,-127.2,39.6,-387.4,-177.6,195.4,316.8,1292.2,109.5,-324.9,-24.5,512.6,-364.6,1,FALSE,FALSE,2132,KING-ZONE DragonX,MID
4,4,Blue,498,7,4,UNRANKED,KZ PraY,4,Xayah,FALSE,3097,3094,3036,3508,3031,3047,3363,1,2,2,0,1,0,1903,0,0,0,0,0,229487,4315,222314,2857,719,18003,326,17263,412,3605,4,14398,10759,3145,38,19,12184,6830,5353,0,15001,14145,0,0,392,8,4,0,107,16,3,0,14,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,6895,0,0,9101,2479,6014,0,9103,17,50,0,8014,75,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,10.8,10.1,9.6,13.5,446.3,347.6,544.2,535.6,394.1,319.4,524.6,467.7,-0.1,0.1,-1.1,-0.6,29.3,-2.95,-283.2,12.4,439.4,155.9,1115.4,65.4,35.5,-17.25,827.1,-263.7,1,FALSE,FALSE,2132,KING-ZONE DragonX,BOTCARRY
5,5,Blue,223,14,4,UNRANKED,KZ GorillA,4,Tahm Kench,FALSE,3190,3109,3111,2303,0,2031,3364,0,2,5,0,0,0,1922,0,0,0,0,0,26645,7630,8182,10831,0,4501,3553,341,605,3987,5,27320,915,467,61,13,12755,5122,7251,381,10115,9100,1,0,122,0,0,0,98,14,16,0,47,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,2332,0,0,8463,289,0,0,8429,71,13,13,8444,909,0,0,8345,4,0,0,8304,10,0,0,8400,8300,DUO_SUPPORT,BOTTOM,3.7,2.8,2.6,4.4,303,285.8,395,378.3,279.9,175.8,391.6,300.4,-0.1,0.1,-1.1,-0.6,29.3,-2.95,-283.2,12.4,306.9,266,1405.2,0,35.5,-17.25,827.1,-263.7,1,FALSE,FALSE,2132,KING-ZONE DragonX,SUPPORT
6,6,Red,150,12,4,UNRANKED,KSV CuVee,4,Gnar,TRUE,3143,2055,3071,3065,3111,3194,3340,4,2,4,3,3,1,1523,1,1,0,0,0,192231,18845,173252,132,387,13619,2542,11076,0,519,1,16480,8672,2925,42,33,15808,8242,7041,524,14810,13925,1,0,326,4,0,0,977,18,9,0,23,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,680,0,0,8224,200,0,0,8210,11,0,0,8236,28,0,0,8444,668,0,0,8429,71,15,17,8200,8400,SOLO,TOP,11.2,8,5.2,10.2,596.9,431.6,595,550.9,442.5,263.3,603.4,381.2,2.3,-0.8,2.8,1.1,79.1,-52.1,215.4,17.9,364.1,238.8,1328.2,311.7,-245.1,50.3,-277.4,131.9,1,FALSE,FALSE,2132,KSV,TOP
7,7,Red,59,11,4,UNRANKED,KSV Ambition,4,Jarvan IV,TRUE,2421,3083,3194,1409,1031,3047,3364,3,1,7,3,1,1,1894,0,0,0,0,0,162143,51630,91761,18751,0,6494,1270,5049,175,9549,1,28953,24154,678,93,14,30685,12634,17918,132,12110,11050,1,0,69,137,105,4,483,15,8,0,53,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,652,0,0,8143,219,0,0,8136,24,0,0,8105,5,0,0,8304,9,3,0,8345,4,0,0,8100,8300,NONE,JUNGLE,1.3,1,3.4,2.9,491.4,292.1,635.2,285.7,359.3,249,413.8,322.2,-0.6,0.8,2,0.8,-8.8,-54.3,134.4,-82.6,846.9,523.4,1622.8,886.8,209.1,-117.9,407.2,185.6,1,FALSE,FALSE,2132,KSV,JUNGLE
8,8,Red,13,4,7,UNRANKED,KSV Crown,7,Ryze,TRUE,3040,1058,3135,3001,3165,3111,3340,3,3,7,2,1,1,887,0,0,0,0,0,309307,288330,18474,2501,1020,18618,18043,464,110,4682,2,18565,10476,2585,56,25,17295,11029,6005,260,16057,15025,1,1,340,75,32,16,60,18,11,0,27,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,1,0,0,8345,4,0,0,8304,10,0,0,8347,0,0,0,8237,499,0,0,8234,20,0,0,8300,8200,SOLO,MIDDLE,11.5,7.7,6.8,11.1,669.2,407.2,796.6,646.2,441.1,254.9,749.2,452.3,1.4,-0.9,2.6,2.6,127.2,-39.6,387.4,177.6,520.3,341.3,779.6,474.1,324.9,24.5,-512.6,364.6,1,FALSE,FALSE,2132,KSV,MID
9,9,Red,110,4,7,UNRANKED,KSV Ruler,4,Varus,TRUE,3124,3153,3094,3091,3047,3097,3363,3,1,3,3,2,1,935,1,0,0,0,0,233377,64892,160507,7977,475,13786,5371,8133,281,3609,3,20160,12043,11925,67,37,6039,1593,4382,64,16292,14225,2,0,398,28,24,4,923,17,5,0,13,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,8119,0,0,9101,5102,8192,0,9104,20,10,0,8014,322,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO,BOTTOM,10.9,9.4,11.4,13.6,420.7,336.8,820.2,487,386.4,304.1,774.8,471.8,0.1,-0.1,1.1,0.6,-29.3,2.95,283.2,-12.4,335.9,205.1,26.4,49.7,-35.5,17.25,-827.1,263.7,1,FALSE,FALSE,2132,KSV,BOTCARRY
10,10,Red,201,4,14,UNRANKED,KSV CoreJJ,4,Braum,TRUE,3401,3190,2045,2055,3111,3067,3364,1,1,6,0,1,0,945,0,0,0,0,0,40442,8094,12644,19703,0,5308,5038,63,207,4608,5,31340,2278,1147,69,31,15538,5197,10050,291,10900,8750,1,0,143,0,0,0,492,15,14,0,38,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,3411,0,0,8446,685,0,0,8429,71,15,15,8444,1415,0,0,8345,4,0,0,8304,10,0,0,8400,8300,DUO,BOTTOM,3.8,3.3,3,5.5,270,302.5,685.4,402.1,259.6,179.6,463.4,339.4,0.1,-0.1,1.1,0.6,-29.3,2.95,283.2,-12.4,339.4,251.3,840,543.1,-35.5,17.25,-827.1,263.7,1,FALSE,FALSE,2132,KSV,SUPPORT
11,1,Blue,41,12,4,UNRANKED,KSV CuVee,4,Gangplank,TRUE,3142,1038,3046,3078,3111,3156,3340,5,2,4,3,3,2,1365,1,1,0,0,0,243267,6875,221208,15183,904,20620,3265,15571,1783,6071,1,16167,4865,4865,35,14,19433,9991,9298,144,16245,16083,4,1,261,10,5,4,768,17,8,0,21,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,475,22,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,8429,69,13,14,8444,1027,0,0,8300,8400,SOLO,TOP,10.3,6.5,0,9,605.8,417.6,0,584.5,476.2,262.7,0,660.7,-1.9,-2,0,1,-48.9,-59.6,0,135.9,374.3,392.2,0,757.5,-328.5,80.1,0,36.7,2,FALSE,FALSE,1977,KSV,TOP
12,2,Blue,107,11,4,UNRANKED,KSV Ambition,4,Rengar,TRUE,3026,3047,3147,1408,3194,3105,3364,2,4,2,0,1,0,795,0,0,0,0,0,218583,15872,181154,21556,208,8398,74,8132,192,12163,1,17784,20231,5013,108,5,25458,8685,16722,50,13543,12725,2,1,85,165,98,16,570,16,4,0,48,24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,807,0,0,8143,376,0,0,8136,26,0,0,8105,2,0,0,8304,10,0,0,8313,0,0,0,8100,8300,NONE,JUNGLE,1.8,0.5,0,4.9,438,374.8,0,592.7,347.7,296.5,0,514.7,1.2,0.3,0,2.8,71.8,26.7,0,83.9,765.8,512.7,0,660.6,-128.9,-112.9,0,-282.9,2,FALSE,FALSE,1977,KSV,JUNGLE
13,3,Blue,90,4,1,UNRANKED,KSV Crown,7,Malzahar,TRUE,0,3285,3135,3102,3165,3111,3340,2,2,6,2,1,1,1814,0,0,0,0,0,202012,185139,14328,2545,0,12554,12271,282,0,1286,1,9925,8865,4535,41,65,10647,5719,4713,215,13978,13720,2,1,293,24,20,0,430,17,8,0,21,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,8210,0,0,0,8226,1909,0,0,8300,8200,SOLO,MIDDLE,10.6,8.2,0,9.1,614.6,496.5,0,577.2,401.7,277.2,0,555.7,-1.2,-1.6,0,1.9,10.9,-16.1,0,171.7,202.7,98.4,0,344.2,-184.1,-101.6,0,-210.9,2,FALSE,FALSE,1977,KSV,MID
14,4,Blue,81,4,7,UNRANKED,KSV Ruler,4,Ezreal,TRUE,3156,3153,3025,3042,3158,3097,3363,2,0,6,2,1,1,1972,0,0,0,0,0,230556,23449,199332,7774,0,28492,5864,20556,2072,6303,4,22896,23781,11735,40,28,14768,4210,10479,79,16318,14975,2,0,329,23,11,12,1185,16,10,0,23,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,1205,47,0,8345,4,0,0,8304,10,0,0,8347,0,0,0,8236,28,0,0,8226,2614,0,0,8300,8200,DUO_CARRY,BOTTOM,12.1,9.8,0,9.8,490.7,375.2,0,607.7,492.8,342.3,0,602.2,0.85,-0.15,0,-0.6,54.15,-14.3,0,122.6,464,218.9,0,386.9,-115.8,67.35,0,40.05,2,FALSE,FALSE,1977,KSV,BOTCARRY
15,5,Blue,201,4,3,UNRANKED,KSV CoreJJ,4,Braum,TRUE,3401,3190,2045,2055,3047,3109,3364,0,0,8,0,0,0,0,0,0,0,0,0,31260,8416,9761,13082,0,5216,4547,669,0,6559,5,27027,1688,1315,90,33,13897,5117,8659,121,10834,10200,0,0,123,0,0,0,925,14,8,0,31,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,2334,0,0,8463,1560,0,0,8429,69,20,13,8444,1063,0,0,8345,4,0,0,8304,10,0,0,8400,8300,DUO_SUPPORT,BOTTOM,4.6,2.9,0,4.2,360.3,239.4,0,447.1,281.4,173.2,0,464.5,0.85,-0.15,0,-0.6,54.15,-14.3,0,122.6,325.8,189.1,0,565.3,-115.8,67.35,0,40.05,2,FALSE,FALSE,1977,KSV,SUPPORT
16,6,Red,8,4,14,UNRANKED,KZ Rascal,4,Vladimir,FALSE,3092,3157,3140,3135,3151,3111,3340,6,2,0,4,2,1,768,1,0,0,0,0,233828,212456,15847,5524,869,17599,16803,576,219,30497,1,15188,6357,1905,36,11,23117,5118,16678,1321,15884,14475,0,0,330,11,1,4,237,17,5,0,20,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8304,9,3,0,8347,0,0,0,8139,1133,0,0,8135,3,0,0,8300,8100,SOLO,TOP,12.2,8.5,0,8,654.7,477.2,0,448.6,530.2,337.5,0,404.2,1.9,2,0,-1,48.9,59.6,0,-135.9,702.8,312.1,0,720.8,328.5,-80.1,0,-36.7,2,FALSE,FALSE,1977,KING-ZONE DragonX,TOP
17,7,Red,64,4,11,UNRANKED,KZ Peanut,7,Lee Sin,FALSE,1408,1038,3155,2424,3047,3071,3340,0,3,7,0,0,0,1164,0,0,0,0,0,155205,29504,110383,15318,0,5232,359,4819,54,8568,1,26808,6335,0,128,9,29712,6520,22385,806,10626,10025,0,0,38,154,110,16,1051,16,13,0,81,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,576,0,0,8143,205,0,0,8136,35,0,0,8105,3,0,0,8304,9,3,0,8313,0,0,0,8100,8300,NONE,JUNGLE,0.6,0.2,0,2.1,366.2,348.1,0,508.8,296.7,255.4,0,343.8,-1.2,-0.3,0,-2.8,-71.8,-26.7,0,-83.9,894.7,625.6,0,943.5,128.9,112.9,0,282.9,2,FALSE,FALSE,1977,KING-ZONE DragonX,JUNGLE
18,8,Red,13,4,7,UNRANKED,KZ Bdd,4,Ryze,FALSE,3040,3140,3157,3027,1026,3111,3340,2,1,2,0,1,0,1564,0,0,0,0,0,373639,206755,15274,151609,998,12370,11705,536,129,3748,1,18245,3839,54,32,27,16035,7056,8513,466,12853,12600,0,0,321,12,9,0,60,17,2,0,17,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,1,0,0,8313,0,0,0,8316,6191,0,0,8347,0,0,0,8226,2696,0,0,8210,0,0,0,8300,8200,SOLO,MIDDLE,11.8,9.8,0,7.2,603.7,512.6,0,405.5,406.4,313.9,0,352.6,1.2,1.6,0,-1.9,-10.9,16.1,0,-171.7,386.8,200,0,555.1,184.1,101.6,0,210.9,2,FALSE,FALSE,1977,KING-ZONE DragonX,MID
19,9,Red,15,7,4,UNRANKED,KZ PraY,4,Sivir,FALSE,3508,3031,3047,3094,3097,0,3363,0,4,2,0,0,0,1166,0,0,0,0,0,376633,529,226087,150017,624,15597,42,15538,17,3617,4,23660,3871,1836,18,0,14584,4552,9507,524,12592,11650,1,0,341,0,0,0,20,15,2,0,11,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8345,4,0,0,8316,4365,0,0,8347,0,0,0,9101,3736,6611,0,9103,21,20,0,8300,8000,DUO_CARRY,BOTTOM,10.6,10.1,0,10.6,399.4,349.7,0,413.7,369.5,312.2,0,398.7,-0.85,0.15,0,0.6,-54.15,14.3,0,-122.6,474.8,128.7,0,395.9,115.8,-67.35,0,-40.05,2,FALSE,FALSE,1977,KING-ZONE DragonX,BOTCARRY
20,10,Red,44,3,4,UNRANKED,KZ GorillA,4,Taric,FALSE,3107,3070,3105,2303,0,3111,3364,0,1,3,0,0,0,1556,0,0,0,0,0,47584,28901,7851,10832,0,1441,1103,147,190,11340,5,29413,614,0,59,18,15395,5092,9373,929,9120,8025,0,0,133,0,0,0,127,15,11,0,38,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,3068,0,0,8463,303,0,0,8429,69,16,13,8453,1706,1492,0,8345,4,0,0,8304,10,0,0,8400,8300,DUO_SUPPORT,BOTTOM,4.4,2.9,0,4.6,343.3,293.5,0,395.9,266.5,180.3,0,297.1,-0.85,0.15,0,0.6,-54.15,14.3,0,-122.6,546.6,144.6,0,476.2,115.8,-67.35,0,-40.05,2,FALSE,FALSE,1977,KING-ZONE DragonX,SUPPORT
21,1,Blue,516,14,4,UNRANKED,KDM Roach,11,Ornn,TRUE,2033,3025,3001,3083,0,3047,3340,3,0,2,3,2,1,0,1,0,0,0,0,137408,62445,73174,1788,0,12520,7541,3986,991,1779,1,38879,4676,1008,32,38,17717,1737,15886,94,11401,10000,1,0,254,7,1,0,921,16,4,0,17,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8345,4,0,0,8304,9,3,0,8347,0,0,0,8429,66,17,13,8444,1453,0,0,8300,8400,SOLO,TOP,9.5,7,0,0,564.2,503.6,0,0,367.3,280.1,0,0,-3.1,-1.7,0,0,-47.9,51.9,0,0,703.7,313.3,0,0,-17.7,-141.1,0,0,3,FALSE,FALSE,1770,KONGDOO MONSTER,TOP
22,2,Blue,59,11,4,UNRANKED,KDM Raise,4,Jarvan IV,TRUE,1408,3026,0,3044,3067,3111,3364,1,0,8,0,1,0,0,0,0,0,0,0,137030,13578,108585,14865,0,5275,580,4682,12,8896,1,14758,20122,3751,86,6,17737,6593,10990,153,10102,8350,1,0,34,134,88,26,642,13,9,0,46,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,575,0,0,8143,255,0,0,8136,19,0,0,8105,5,0,0,8313,0,0,0,8304,9,0,0,8100,8300,NONE,JUNGLE,0.8,0.3,0,0,423.6,354.2,0,0,358,269,0,0,-0.4,-0.5,0,0,5.9,-18.7,0,0,604.9,561,0,0,-149.8,-53,0,0,3,FALSE,FALSE,1770,KONGDOO MONSTER,JUNGLE
23,3,Blue,142,4,1,UNRANKED,KDM Edge,4,Zoe,TRUE,2423,3135,3151,1056,3165,3158,3340,3,0,5,3,1,1,1766,0,0,0,0,0,326199,182908,11645,131645,0,12355,9764,814,1776,774,1,2165,12561,5388,32,18,4896,1990,2849,57,12281,10350,1,1,285,16,12,4,118,16,4,0,18,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,1,0,0,8313,0,0,0,8316,4436,0,0,8347,0,0,0,8210,0,0,0,8226,1691,0,0,8300,8200,SOLO,MIDDLE,10.8,8.8,0,0,557.5,491.5,0,0,413.9,355.3,0,0,-0.1,1.8,0,0,0.4,95.8,0,0,97.9,134.3,0,0,14.2,-156.6,0,0,3,FALSE,FALSE,1770,KONGDOO MONSTER,MID
24,4,Blue,96,7,4,UNRANKED,KDM SSol,27,Kog'Maw,TRUE,3144,2424,3124,3091,3097,3047,3363,1,0,5,0,1,0,0,0,0,0,0,0,141842,58401,74146,9294,472,5524,3267,1899,357,2235,4,10097,23297,10724,44,5,3559,950,2258,349,12131,9650,4,0,285,13,4,9,708,13,4,0,14,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,4496,0,0,9101,2208,5111,0,9104,16,30,0,8014,147,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO,BOTTOM,10.5,9.5,0,0,386.3,304.2,0,0,429.2,298.5,0,0,1.95,0.7,0,0,32,0.2,0,0,96.4,82.1,0,0,-33,-12.25,0,0,3,FALSE,FALSE,1770,KONGDOO MONSTER,BOTCARRY
25,5,Blue,223,3,4,UNRANKED,KDM Secret,7,Tahm Kench,TRUE,2045,3401,3190,0,1028,3009,3364,2,0,5,2,1,1,0,0,0,0,0,0,45339,16100,12176,17062,0,3449,3165,176,107,3598,5,17452,4324,2225,59,8,7549,1725,5510,313,9895,8075,1,0,127,0,0,0,120,13,13,0,41,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,2701,0,0,8463,358,0,0,8435,59,0,0,8444,565,0,0,8345,4,0,0,8304,10,0,0,8400,8300,DUO,BOTTOM,4.8,3.1,0,0,338.1,319.7,0,0,372.7,179.4,0,0,1.95,0.7,0,0,32,0.2,0,0,159,169.5,0,0,-33,-12.25,0,0,3,FALSE,FALSE,1770,KONGDOO MONSTER,SUPPORT
26,6,Red,420,12,4,UNRANKED,MVP ADD,13,Illaoi,FALSE,3812,1028,3071,3026,1033,3111,3340,0,2,0,0,0,0,1135,0,0,0,0,0,205990,253,205691,45,0,14299,131,14122,45,5692,1,14652,2017,2017,73,2,20075,9982,7679,2414,11239,11150,0,0,310,0,0,0,28,16,6,0,39,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,530,28,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,8136,10,0,0,8135,0,0,0,8300,8100,SOLO,TOP,12.6,8.7,0,0,612.1,451.7,0,0,412.2,309.5,0,0,3.1,1.7,0,0,47.9,-51.9,0,0,721.4,454.4,0,0,17.7,141.1,0,0,3,FALSE,FALSE,1770,MVP,TOP
27,7,Red,76,11,4,UNRANKED,MVP Beyond,27,Nidalee,FALSE,1410,3174,3116,2055,3098,3111,3364,0,4,0,0,0,0,659,0,0,0,0,0,133897,100087,22495,11314,776,4089,4043,45,0,11663,3,9474,4722,498,113,1,19134,4962,13802,370,9713,9720,0,0,43,132,86,4,428,13,7,0,50,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,147,0,0,8143,160,0,0,8136,30,0,0,8135,0,0,0,8304,10,0,0,8313,0,0,0,8100,8300,NONE,JUNGLE,1.2,0.8,0,0,417.7,372.9,0,0,327.7,283,0,0,0.4,0.5,0,0,-5.9,18.7,0,0,754.7,614,0,0,149.8,53,0,0,3,FALSE,FALSE,1770,MVP,JUNGLE
28,8,Red,13,1,4,UNRANKED,MVP Ian,20,Ryze,FALSE,2031,3040,0,1026,3111,3001,3340,0,2,0,0,0,0,1588,0,0,0,0,0,292724,129267,13456,150000,756,3518,3347,170,0,613,1,6450,1305,417,26,9,7136,3787,3035,314,9883,8700,0,0,251,8,5,0,24,15,6,0,19,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8316,4836,0,0,8347,0,0,0,8236,24,0,0,8210,0,0,0,8300,8200,SOLO,MIDDLE,10.9,7,0,0,557.1,395.7,0,0,361.6,245,0,0,0.1,-1.8,0,0,-0.4,-95.8,0,0,83.7,290.9,0,0,-14.2,156.6,0,0,3,FALSE,FALSE,1770,MVP,MID
29,9,Red,29,4,7,UNRANKED,MVP MaHa,502,Twitch,FALSE,3153,0,3097,3006,3026,3085,3363,0,1,0,0,0,0,1713,0,0,0,0,0,144576,3405,130779,10391,517,4828,152,3754,921,1383,3,9198,0,0,27,12,5263,3549,1713,0,10576,10425,0,0,275,16,16,0,495,13,1,0,10,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,9101,2175,5094,0,9104,21,20,0,8300,8000,DUO_CARRY,BOTTOM,9.3,9.5,0,0,350,313.2,0,0,319,300.4,0,0,-1.95,-0.7,0,0,-32,-0.2,0,0,106.3,154.8,0,0,33,12.25,0,0,3,FALSE,FALSE,1770,MVP,BOTCARRY
