,participantId,teamId,championId,spell1Id,spell2Id,highestAchievedSeasonTier,summonerName,profileIcon,name,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,role,lane,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,csDiffPerMinDeltas.10-20,csDiffPerMinDeltas.0-10,xpDiffPerMinDeltas.10-20,xpDiffPerMinDeltas.0-10,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,damageTakenDiffPerMinDeltas.10-20,damageTakenDiffPerMinDeltas.0-10,gameNumber,isTiebreaker,isPlayoff,duration,teamName,teamRole,creepsPerMinDeltas.20-30,xpPerMinDeltas.20-30,goldPerMinDeltas.20-30,csDiffPerMinDeltas.20-30,xpDiffPerMinDeltas.20-30,damageTakenPerMinDeltas.20-30,damageTakenDiffPerMinDeltas.20-30,creepsPerMinDeltas.30-end,xpPerMinDeltas.30-end,goldPerMinDeltas.30-end,csDiffPerMinDeltas.30-end,xpDiffPerMinDeltas.30-end,damageTakenPerMinDeltas.30-end,damageTakenDiffPerMinDeltas.30-end
259,9,Red,51,4,7,UNRANKED,AFR Dalka,579,Caitlyn,FALSE,3087,3006,3097,3031,3094,3036,3363,0,3,1,0,0,0,979,0,0,0,0,0,249322,55928,190954,2439,1398,21222,4808,15955,459,2658,4,13434,6163,1364,33,27,12801,6823,5765,212,13983,13025,0,0,371,6,6,0,115,15,1,0,12,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8313,0,0,0,8304,10,0,0,8410,80,0,0,9101,2035,5455,0,9103,21,10,0,8300,8000,DUO_CARRY,BOTTOM,10.6,9.4,413.6,332.4,374.4,306.1,-0.85,0.15,-33.05,8.6,404.3,187.5,-140.3,53.3,26,FALSE,FALSE,2268,Team Afro,BOTCARRY,9.7,417,372.8,-0.55,-111.15,290.1,-132.75,12.8,518.2,470.2,-0.5,103,0,-194
260,10,Red,201,4,14,UNRANKED,AFR Zest,4,Braum,FALSE,3401,3190,1011,2049,3111,1031,3364,0,3,1,0,0,0,1006,0,0,0,0,0,27045,7318,6791,12935,0,5764,4501,496,766,2682,3,29491,357,159,90,33,14187,7779,6294,113,9265,9100,0,0,106,0,0,0,463,14,14,0,48,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,3564,0,0,8463,981,0,0,8430,62,0,0,8444,1023,0,0,8345,4,0,0,8304,10,0,0,8400,8300,DUO_SUPPORT,BOTTOM,3.6,2.6,320.5,291.2,255.7,171.3,-0.85,0.15,-33.05,8.6,431,164.3,-140.3,53.3,26,FALSE,FALSE,2268,Team Afro,SUPPORT,3,298.1,267.6,-0.55,-111.15,229.1,-132.75,2.8,430,263.6,-0.5,103,57.2,-194
261,1,Blue,150,12,4,UNRANKED,JT Rest,4,Gnar,TRUE,3153,3022,3071,3047,3085,3139,3340,5,4,6,4,2,1,893,1,0,0,0,0,286071,25606,256328,4135,671,24993,3643,20690,660,7217,1,42088,12824,3945,54,69,39746,19523,19253,970,18811,17800,0,0,367,15,3,9,1488,18,4,0,26,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,7497,0,0,9101,3482,6591,0,9103,20,50,0,8014,379,0,0,8429,77,16,12,8444,1956,0,0,8000,8400,SOLO,TOP,8.7,9.4,466.9,487.5,338.1,288.5,-1.2,1.4,-130.9,27.2,847.9,210.2,429.7,-10.4,27,FALSE,FALSE,2651,J Team,TOP,11.6,802.9,581.6,3.4,331.5,708.5,231.9,5.1,538.4,423.3,-0.6,43.2,1527.5,616.6
262,2,Blue,59,11,4,UNRANKED,JT Breaker,8,Jarvan IV,TRUE,3190,3193,3143,1409,3083,3047,3364,0,4,10,0,0,0,743,0,0,0,0,0,176224,54372,98256,23595,0,5766,863,4325,578,10158,1,83184,25920,1829,165,14,54806,25335,28328,1142,15354,14625,2,0,44,177,105,27,671,18,13,0,79,32,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,920,0,0,8143,297,0,0,8136,41,0,0,8105,5,0,0,8313,0,0,0,8304,10,0,0,8100,8300,NONE,JUNGLE,0.9,0.2,454.5,340,358,243.5,-0.2,0,-70.3,2.7,729.1,676.5,-32.4,-2.3,27,FALSE,FALSE,2651,J Team,JUNGLE,1.8,459.7,368.6,0,191.5,853.4,478.6,1,558.9,368.6,-0.9,204.9,1948.8,1288
263,3,Blue,42,4,12,UNRANKED,JT FoFo,503,Corki,TRUE,3047,3031,3078,3087,3094,3072,3363,7,4,5,4,3,2,1268,1,1,0,0,0,412124,349659,47809,14655,1374,36932,31548,3132,2252,6747,1,20002,44104,15357,51,3,31872,15491,16363,18,21613,20608,3,3,399,59,38,10,229,18,3,0,18,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,13118,0,0,8009,2290,0,0,9103,16,50,0,8014,645,0,0,8234,64,0,0,8236,48,0,0,8000,8200,SOLO,MIDDLE,10.8,9.4,604,507.1,434.3,300.2,-0.5,0.3,63.7,14.7,367.6,301.5,125.4,97.6,27,FALSE,FALSE,2651,J Team,MID,9.4,697.4,584.4,0.3,175.5,613,196.2,6.1,567.6,516.9,-0.4,73.5,1086.6,699.7
264,4,Blue,110,4,7,UNRANKED,JT Lilv,546,Varus,TRUE,3072,3124,3046,3094,3085,3031,3363,3,1,6,3,1,1,1891,0,0,0,0,0,419378,70716,332436,16227,976,24386,6271,16060,2055,8484,5,32194,52222,10836,39,39,21225,10936,9884,405,21342,21250,5,1,430,67,26,10,1039,18,0,0,10,18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,21742,0,0,9101,7051,12006,0,9103,16,50,0,8014,373,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,11.8,8.5,402.8,342.1,468.1,283.8,1.3,-0.15,77.5,-4.5,271.2,121.9,-93.4,25.3,27,FALSE,FALSE,2651,J Team,BOTCARRY,10.6,603.5,573.7,0.4,89.15,241.5,-10.4,9.4,635.9,556.8,-2.55,-29.65,768.8,208.45
265,5,Blue,223,14,4,UNRANKED,JT Ysera,673,Tahm Kench,TRUE,3190,3107,2303,3109,3504,3111,3364,1,1,12,0,1,0,2069,0,0,0,0,0,45584,17669,11343,16571,0,6491,5431,425,634,14802,5,59348,3409,257,86,16,27358,11805,14014,1537,15187,14575,0,0,133,0,0,0,150,18,19,0,48,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,6091,0,0,8463,1583,0,0,8430,66,0,0,8444,1693,0,0,8304,10,0,0,8410,138,0,0,8400,8300,DUO_SUPPORT,BOTTOM,3.6,2.8,396.4,257.1,322.8,177.2,1.3,-0.15,77.5,-4.5,402.8,147.7,-93.4,25.3,27,FALSE,FALSE,2651,J Team,SUPPORT,4.8,532.4,439.5,0.4,89.15,539,-10.4,1.6,447.1,354.9,-2.55,-29.65,835.7,208.45
266,6,Red,516,4,14,UNRANKED,AFR Ninuo,18,Ornn,FALSE,3075,3110,3047,3379,3194,1033,3363,3,3,9,3,1,1,1269,0,0,0,0,0,238486,130398,100943,7144,37,28782,22385,6022,374,2581,1,95917,4347,1714,27,81,29603,10598,17194,1810,15083,14500,1,0,329,0,0,0,3769,18,0,0,18,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8345,4,0,0,8304,10,0,0,8347,0,0,0,8430,28,0,0,8444,1877,0,0,8300,8400,SOLO,TOP,9.9,8,597.8,460.3,450.2,261.8,1.2,-1.4,130.9,-27.2,418.2,220.6,-429.7,10.4,27,FALSE,FALSE,2651,Team Afro,TOP,8.2,471.4,332,-3.4,-331.5,476.6,-231.9,5.7,495.2,329.6,0.6,-43.2,910.9,-616.6
267,7,Red,121,11,4,UNRANKED,AFR Epic,4,Kha'Zix,FALSE,3071,1408,2055,3117,3026,3147,3364,4,4,8,2,2,1,1261,1,0,0,0,0,156966,7256,138472,11237,0,16166,1565,14396,205,11851,1,17760,5187,3208,147,16,33200,13139,19249,811,13712,13050,1,0,52,118,88,13,628,16,19,0,86,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1155,0,0,8143,562,0,0,8136,38,0,0,8105,4,0,0,8313,0,0,0,8304,9,3,0,8100,8300,NONE,JUNGLE,1.1,0.2,524.8,337.3,395.5,256.9,0.2,0,70.3,-2.7,761.5,678.8,32.4,2.3,27,FALSE,FALSE,2651,Team Afro,JUNGLE,1.8,268.2,240.2,0,-191.5,374.8,-478.6,1.9,354,319.1,0.9,-204.9,660.8,-1288
268,8,Red,43,7,4,UNRANKED,AFR CooN,597,Karma,FALSE,3374,3165,3504,3158,3135,3113,3340,2,3,8,0,1,0,1266,0,0,0,0,0,282315,255151,21546,5617,0,28301,27127,822,351,2514,4,13872,966,0,51,29,15824,8751,6522,550,15901,16000,0,0,385,12,12,0,1073,18,7,0,29,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1931,4024,0,8243,15,0,0,8234,25,0,0,8237,814,0,0,8313,0,0,0,8347,0,0,0,8200,8300,SOLO,MIDDLE,11.3,9.1,540.3,492.4,378.5,333.8,0.5,-0.3,-63.7,-14.7,242.2,203.9,-125.4,-97.6,27,FALSE,FALSE,2651,Team Afro,MID,9.1,521.9,339.8,-0.3,-175.5,416.8,-196.2,6.5,494.1,365.7,0.4,-73.5,386.9,-699.7
269,9,Red,51,4,7,UNRANKED,AFR Dalka,579,Caitlyn,FALSE,3087,3006,3094,3371,3072,3508,3363,4,3,5,2,1,1,1011,0,0,0,0,0,463583,137219,322894,3469,1686,51694,16519,33883,1291,6332,5,31433,4683,3020,35,40,14385,4987,8341,1056,20034,19100,1,0,474,40,33,0,403,18,2,0,15,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,16203,0,0,9101,5316,12640,0,9103,22,10,0,8014,544,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,8.8,8.9,365.3,324.9,354.7,298,-1.3,0.15,-77.5,4.5,344.6,100.6,93.4,-25.3,27,FALSE,FALSE,2651,Team Afro,BOTCARRY,11.6,534.3,490.7,-0.4,-89.15,255.5,10.4,12.4,619.6,598.5,2.55,29.65,405.1,-208.45
270,10,Red,201,4,14,UNRANKED,AFR Zest,4,Braum,FALSE,3401,3190,3382,2045,1011,3111,3364,1,3,8,0,1,0,1013,0,0,0,0,0,44259,13824,10453,19981,0,10786,8405,529,1851,7175,5,62250,404,172,78,51,28691,12783,13957,1951,12580,12350,0,0,143,0,0,0,849,17,15,0,62,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,6654,0,0,8463,2168,0,0,8430,61,0,0,8444,1808,0,0,8313,0,0,0,8304,10,0,0,8400,8300,DUO_SUPPORT,BOTTOM,4,2.7,278.9,283.3,265,176.5,-1.3,0.15,-77.5,4.5,516.2,118.4,93.4,-25.3,27,FALSE,FALSE,2651,Team Afro,SUPPORT,3,423.3,277.4,-0.4,-89.15,545.8,10.4,3.7,522.7,377.4,2.55,29.65,782.5,-208.45
271,1,Blue,150,12,4,UNRANKED,MAD Liang,551,Gnar,TRUE,3111,3153,3026,3071,3085,3022,3340,5,3,8,2,1,2,1580,0,0,0,0,0,394327,32960,354757,6609,883,38585,7976,30443,166,6001,1,27791,24573,14567,57,54,41245,18354,20742,2148,21700,18550,2,0,469,20,5,4,2056,18,4,0,26,16,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1767,0,0,8224,831,0,0,8234,29,0,0,8236,48,0,0,8435,9,0,0,8444,2019,0,0,8200,8400,SOLO,TOP,10.3,8.6,543.2,479.5,407.6,276.1,-0.3,1.2,-30.1,33.2,537.5,275.6,-519.6,-134.1,28,FALSE,FALSE,2836,Mad Team,TOP,10.7,678.2,523,4.3,234.7,1227.1,36.4,10.86666667,696.1333333,498.4,6.8,336.2,987,82.4
272,2,Blue,59,11,4,UNRANKED,MAD Benny,551,Jarvan IV,TRUE,1409,3190,3193,3083,3047,0,3364,0,1,11,0,0,0,1600,0,0,0,0,0,170931,50716,104703,15511,0,7887,1396,6491,0,10585,1,40349,11051,1899,185,10,31780,9556,21065,1158,15298,12975,0,0,53,163,98,14,500,18,21,0,93,33,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,899,0,0,8143,212,0,0,8136,42,0,0,8105,4,0,0,8313,0,0,0,8304,10,0,0,8100,8300,NONE,JUNGLE,0.7,0.4,310.3,338.4,294.1,265,-0.2,0,-67,51.5,696.2,539.3,-334,-39.9,28,FALSE,FALSE,2836,Mad Team,JUNGLE,1.5,443.2,320.9,-1.6,-30.7,710.5,37,1.333333333,417.1333333,318.7333333,-2.733333333,55.6,470.2,48.6
273,3,Blue,142,4,1,UNRANKED,MAD Uniboy,551,Zoe,TRUE,3108,3165,3089,3020,3135,3151,3340,0,2,7,0,0,0,2229,0,0,0,0,0,409620,243255,12777,153586,0,23329,20991,611,1726,1567,3,4830,10866,2236,71,44,11916,5591,6291,34,16396,15975,1,0,321,31,30,0,156,18,7,0,28,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8313,0,0,0,8316,5203,0,0,8347,0,0,0,8234,40,0,0,8236,80,0,0,8300,8200,SOLO,MIDDLE,10.9,9.4,548,501.5,392,297.3,-1.2,-0.8,-166.8,-11,135.2,90.9,-144,-29.2,28,FALSE,FALSE,2836,Mad Team,MID,6.2,479.7,334.3,-2.6,-76.6,322.9,-428.4,3.666666667,350.9333333,320.5333333,-3.933333333,-106.4,239.2,-191.2666667
274,4,Blue,81,4,7,UNRANKED,MAD Breeze,551,Ezreal,TRUE,3139,3153,3142,3078,3042,3036,3363,8,1,5,8,4,1,2828,2,1,1,0,0,422584,74195,341340,7048,0,40044,8142,31626,275,3520,4,17290,32643,11090,57,20,17825,10882,6375,567,23887,24628,6,2,472,38,18,7,1245,18,4,0,32,21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,885,60,0,8345,4,0,0,8304,10,0,0,8347,0,0,0,8226,4112,0,0,8237,680,0,0,8300,8200,DUO_CARRY,BOTTOM,11,8.8,442.4,313,432.1,329.4,-0.85,4.44E-16,-2.2,-4.1,364.3,190.7,-1.85,-66.7,28,FALSE,FALSE,2836,Mad Team,BOTCARRY,11.3,522.1,549.6,1.2,132.5,372.9,-290.85,9,553.8666667,537,-0.966666667,30.23333333,284,55.6
275,5,Blue,201,4,14,UNRANKED,MAD K,551,Braum,TRUE,3107,3190,2303,0,3109,3111,3364,0,1,11,0,0,0,2830,0,0,0,0,0,40544,13744,10453,16346,0,7703,6365,550,787,8435,5,36156,4310,598,119,41,21536,9989,8762,2785,14098,12225,0,0,123,0,0,0,464,17,27,0,82,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8304,10,0,0,8347,0,0,0,8444,1323,0,0,8463,3913,0,0,8300,8400,DUO_SUPPORT,BOTTOM,3.2,2.5,314.4,289.4,246.2,177.4,-0.85,4.44E-16,-2.2,-4.1,376.2,182.1,-1.85,-66.7,28,FALSE,FALSE,2836,Mad Team,SUPPORT,3.8,435.1,344.9,1.2,132.5,321.4,-290.85,1.533333333,355.3333333,311.2,-0.966666667,30.23333333,451.5333333,55.6
276,6,Red,57,12,4,UNRANKED,M17 3z,13,Maokai,FALSE,3800,3193,3065,3076,1011,3047,3340,0,4,2,0,0,0,1689,0,0,0,0,0,170826,127658,39872,3294,17,18409,15587,2695,126,16765,1,74346,5002,956,40,75,51663,16375,33629,1658,14085,12650,0,0,305,0,0,0,741,18,4,0,20,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,1404,0,0,8446,602,0,0,8429,78,19,17,8444,2152,0,0,8345,4,0,0,8304,10,0,0,8400,8300,SOLO,TOP,10.6,7.4,573.3,446.3,352.4,252.4,0.3,-1.2,30.1,-33.2,1057.1,409.7,519.6,134.1,28,FALSE,FALSE,2836,Machi Esports,TOP,6.4,443.5,303.2,-4.3,-234.7,1190.7,-36.4,4.066666667,359.9333333,267.4,-6.8,-336.2,904.6,-82.4
277,7,Red,121,4,11,UNRANKED,M17 Move,550,Kha'Zix,FALSE,3140,3142,1408,3033,3147,3047,3364,3,2,3,2,1,1,1107,0,0,0,0,0,239149,8310,209505,21333,0,21673,1730,19583,359,18146,1,18976,12607,1991,197,14,33014,7641,25107,265,15604,14625,1,0,115,158,94,21,688,18,2,0,91,51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1527,0,0,8143,973,0,0,8136,54,0,0,8105,4,0,0,8313,0,0,0,8304,10,0,0,8100,8300,NONE,JUNGLE,0.9,0.4,377.3,286.9,298.4,220.2,0.2,0,67,-51.5,1030.2,579.2,334,39.9,28,FALSE,FALSE,2836,Machi Esports,JUNGLE,3.1,473.9,344.4,1.6,30.7,673.5,-37,4.066666667,361.5333333,334.8666667,2.733333333,-55.6,421.6,-48.6
278,8,Red,13,1,4,UNRANKED,M17 Apex,4,Ryze,FALSE,3040,3089,3157,3135,3027,3158,3363,2,1,3,2,2,1,1274,1,0,0,0,0,606259,438944,16420,150893,1297,24284,23324,320,639,8041,1,14845,6319,1516,61,17,21223,11288,9767,167,19848,18000,0,0,443,93,60,15,58,18,8,0,26,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,0,0,0,8313,0,0,0,8316,8017,0,0,8347,0,0,0,8226,2807,0,0,8234,23,0,0,8300,8200,SOLO,MIDDLE,12.1,10.2,714.8,512.5,453.3,316.3,1.2,0.8,166.8,11,279.2,120.1,144,29.2,28,FALSE,FALSE,2836,Machi Esports,MID,8.8,556.3,416.1,2.6,76.6,751.3,428.4,7.6,457.3333333,387.9333333,3.933333333,106.4,430.4666667,191.2666667
279,9,Red,67,7,4,UNRANKED,M17 Deul,4,Vayne,FALSE,3031,3022,3139,3124,3087,3047,3363,3,3,0,2,1,1,1692,0,0,0,0,0,369245,141989,205048,22208,842,22723,5092,12534,5095,7473,4,32937,18468,2940,71,6,19684,5215,14291,177,19243,18700,0,0,463,31,27,0,285,18,2,0,15,29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,13757,0,0,9101,5801,11934,0,9103,22,0,0,8014,219,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,11.5,8.7,414.8,315.6,406.2,295.7,0.85,-4.44E-16,2.2,4.1,392.9,205.4,1.85,66.7,28,FALSE,FALSE,2836,Machi Esports,BOTCARRY,9.8,393.1,406.1,-1.2,-132.5,608.9,290.85,10.46666667,536.8,477.3333333,0.966666667,-30.23333333,288.6,-55.6
280,10,Red,223,4,14,UNRANKED,M17 Dreamer,4,Tahm Kench,FALSE,3190,2303,2055,3109,3111,3194,3364,0,3,3,0,0,0,1695,0,0,0,0,0,41098,12468,11133,17496,0,5454,4742,239,472,5721,3,51055,1291,910,96,14,22221,6391,15143,686,12563,12400,1,0,129,0,0,0,119,16,18,0,62,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,4103,0,0,8463,613,0,0,8429,78,17,17,8444,1119,0,0,8304,10,0,0,8313,0,0,0,8400,8300,DUO_SUPPORT,BOTTOM,4.4,2.6,346.4,295,293,179.3,0.85,-4.44E-16,2.2,4.1,351.3,300.8,1.85,66.7,28,FALSE,FALSE,2836,Machi Esports,SUPPORT,2.9,299.1,271.7,-1.2,-132.5,667.1,290.85,2,311.9333333,260.8,0.966666667,-30.23333333,335.7333333,-55.6
281,1,Blue,516,14,4,UNRANKED,M17 3z,13,Ornn,FALSE,3143,3110,3379,1057,3083,3047,3340,2,3,6,0,1,0,1293,0,0,0,0,0,254173,138157,115827,189,0,20881,13409,7282,189,2503,1,71783,1810,0,45,63,38908,13227,18707,6972,16926,15545,0,0,357,7,4,0,3431,18,3,0,25,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8345,4,0,0,8304,9,3,0,8347,0,0,0,8430,28,0,0,8444,2161,0,0,8300,8400,SOLO,TOP,9.7,8.6,500.5,498.2,336.2,305.1,0.3,1.2,-31,46.1,367,261.2,-161.6,-183.6,29,FALSE,FALSE,3302,Machi Esports,TOP,6.8,501.1,338.7,-2.9,-127,520.3,-437.5,4.24,465.44,264.84,-1.52,-149.44,1096.92,-410.92
282,2,Blue,154,4,11,UNRANKED,M17 Move,550,Zac,FALSE,3193,1409,3076,3065,3083,3111,3364,1,7,6,0,1,0,960,0,0,0,0,0,202189,155355,26666,20168,14,10897,9887,486,524,44441,5,75481,10515,0,211,41,78225,23140,47012,8071,15909,14025,0,0,104,150,120,8,782,18,16,0,113,62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,1399,0,0,8463,2054,0,0,8429,81,17,16,8453,3834,486,0,8136,65,0,0,8143,413,0,0,8400,8100,NONE,JUNGLE,1.4,0.4,425.3,322.2,284.6,244.2,-1.05,0.15,8.85,14.95,1130.3,819.5,287.95,46.45,29,FALSE,FALSE,3302,Machi Esports,JUNGLE,2.6,265,294.1,-1.15,3.05,744.4,61.95,2.4,398.8,286.88,0.16,-71.96,2051.32,187.84
283,3,Blue,13,7,4,UNRANKED,M17 Apex,4,Ryze,FALSE,3040,3374,3157,3135,3001,3158,3363,4,1,5,3,1,1,2065,0,0,0,0,0,591514,472805,17019,101690,1368,33951,32452,1200,298,7715,1,25692,12366,0,32,40,22850,8259,12691,1900,20239,19935,0,0,423,48,44,0,68,18,12,0,26,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8316,8494,0,0,8347,0,0,0,8226,4163,0,0,8234,27,0,0,8300,8200,NONE,JUNGLE,9.3,9.1,490.4,475.1,341.4,312.1,-1.05,0.15,8.85,14.95,306.5,99.7,287.95,46.45,29,FALSE,FALSE,3302,Machi Esports,MID,6.5,492.8,384.9,-1.15,3.05,226.6,61.95,6.96,543.68,374,0.16,-71.96,660.88,187.84
284,4,Blue,15,7,4,UNRANKED,M17 Deul,4,Sivir,FALSE,3371,3072,3094,3508,3087,3006,3363,4,0,4,4,2,1,0,1,0,0,0,0,846461,181050,657929,7481,1187,64957,10010,53937,1009,8268,5,31887,9591,1712,88,1,13352,6393,6357,600,28594,31775,1,0,744,41,41,0,282,18,1,0,14,40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,22227,0,0,9101,9735,18334,0,9103,24,0,0,8014,616,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO,BOTTOM,9.5,7.5,351.9,313.3,327.5,261,0.35,-1.3,-15.15,-42.15,292.4,116.5,158.9,0.8,29,FALSE,FALSE,3302,Machi Esports,BOTCARRY,12.2,536.8,452,1.1,17.3,101.6,-70.6,18.08,737.2,707.36,5.64,105.92,329.88,-170.92
285,5,Blue,201,4,14,UNRANKED,M17 Dreamer,4,Braum,FALSE,3111,2303,2055,3109,3194,3383,3364,2,2,8,2,1,1,362,0,0,0,0,0,42516,14701,9544,18271,0,11368,9403,591,1373,12329,5,81028,94,0,133,57,47025,16506,25143,5374,15243,15260,0,0,145,0,0,0,961,18,28,0,97,28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,5148,0,0,8463,1502,0,0,8429,81,19,18,8444,2885,0,0,8304,10,0,0,8313,0,0,0,8400,8300,DUO,BOTTOM,3.8,2,284.3,221.7,249.1,157.9,0.35,-1.3,-15.15,-42.15,583.7,436,158.9,0.8,29,FALSE,FALSE,3302,Machi Esports,SUPPORT,3.3,288.5,285.1,1.1,17.3,357.8,-70.6,2.16,511.28,312.6,5.64,105.92,1330,-170.92
286,6,Red,164,12,4,UNRANKED,MAD Liang,551,Camille,TRUE,3111,3074,3026,3053,3194,3078,3364,4,6,2,3,1,1,994,0,0,0,0,0,385617,1516,320332,63768,0,23494,1516,12586,9392,10961,1,66486,20198,12086,59,36,57008,31450,24284,1273,22822,24983,3,2,409,78,32,26,427,18,4,0,24,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,899,1111,0,8446,1768,0,0,8435,18,0,0,8444,1944,0,0,8226,2357,0,0,8210,0,0,0,8400,8200,SOLO,TOP,9.4,7.4,531.5,452.1,428.3,267,-0.3,-1.2,31,-46.1,528.6,444.8,161.6,183.6,29,FALSE,FALSE,3302,Mad Team,TOP,9.7,628.1,440.2,2.9,127,957.8,437.5,5.76,614.88,438.48,1.52,149.44,1507.84,410.92
