,participantId,teamId,championId,spell1Id,spell2Id,highestAchievedSeasonTier,summonerName,profileIcon,name,win,item0,item1,item2,item3,item4,item5,item6,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,combatPlayerScore,objectivePlayerScore,totalPlayerScore,totalScoreRank,playerScore0,playerScore1,playerScore2,playerScore3,playerScore4,playerScore5,playerScore6,playerScore7,playerScore8,playerScore9,perk0,perk0Var1,perk0Var2,perk0Var3,perk1,perk1Var1,perk1Var2,perk1Var3,perk2,perk2Var1,perk2Var2,perk2Var3,perk3,perk3Var1,perk3Var2,perk3Var3,perk4,perk4Var1,perk4Var2,perk4Var3,perk5,perk5Var1,perk5Var2,perk5Var3,perkPrimaryStyle,perkSubStyle,role,lane,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,csDiffPerMinDeltas.10-20,csDiffPerMinDeltas.0-10,xpDiffPerMinDeltas.10-20,xpDiffPerMinDeltas.0-10,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,damageTakenDiffPerMinDeltas.10-20,damageTakenDiffPerMinDeltas.0-10,gameNumber,isTiebreaker,isPlayoff,duration,teamName,teamRole,creepsPerMinDeltas.20-30,xpPerMinDeltas.20-30,goldPerMinDeltas.20-30,csDiffPerMinDeltas.20-30,xpDiffPerMinDeltas.20-30,damageTakenPerMinDeltas.20-30,damageTakenDiffPerMinDeltas.20-30,creepsPerMinDeltas.30-end,xpPerMinDeltas.30-end,goldPerMinDeltas.30-end,csDiffPerMinDeltas.30-end,xpDiffPerMinDeltas.30-end,damageTakenPerMinDeltas.30-end,damageTakenDiffPerMinDeltas.30-end
1,1,Blue,516,12,4,UNRANKED,JT Rest,4,Ornn,TRUE,1054,3047,3110,3083,3211,3067,3340,0,0,6,0,0,0,0,0,0,0,0,0,116640,51168,64997,474,0,8678,4935,3743,0,642,1,27138,3110,1734,19,23,12011,3377,8494,140,10560,9300,1,0,247,0,0,0,1579,16,2,0,14,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,765,0,0,8226,1485,0,0,8234,11,0,0,8237,441,0,0,8430,27,0,0,8444,738,0,0,8200,8400,SOLO,TOP,10.4,7.6,567.8,449.3,404.2,253.5,1.3,-0.4,74.4,-14.8,372.7,225.6,-70.2,-0.6,1,FALSE,FALSE,1705,J Team,TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,Blue,113,4,11,UNRANKED,JT Hana,4,Sejuani,TRUE,1409,3083,2055,3105,0,3111,3364,1,1,5,0,1,0,561,0,0,0,0,0,102702,35987,54255,12459,0,3159,1328,1830,0,8701,3,18205,17096,1701,97,11,22039,4911,16835,292,9498,8375,2,0,29,106,71,2,433,13,9,0,52,20,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,278,0,0,8463,329,0,0,8429,64,13,13,8444,406,0,0,8143,136,0,0,8136,26,0,0,8400,8100,NONE,JUNGLE,1.5,0.1,355.6,308.9,361.7,231.6,0.3,-0.1,-54.2,-38.3,618.1,694,93.7,49,1,FALSE,FALSE,1705,J Team,JUNGLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,Blue,142,4,7,UNRANKED,JT FoFo,503,Zoe,TRUE,3092,3157,3165,1026,3020,1058,3363,3,0,4,3,1,1,0,0,0,0,0,0,326537,182002,14300,130233,187,19992,17280,1075,1636,2057,3,3445,7394,4173,30,33,5339,1777,3562,0,13584,11835,0,0,263,32,28,4,162,16,0,0,11,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8316,4730,0,0,8347,0,0,0,8226,1617,0,0,8237,437,0,0,8300,8200,SOLO,MIDDLE,11.1,9.9,606.5,529.7,548.1,318.4,1.7,1.1,106.8,59.5,147.5,65.6,-390.2,-128.9,1,FALSE,FALSE,1705,J Team,MID,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,Blue,498,4,7,UNRANKED,JT Lilv,546,Xayah,TRUE,3097,3047,3508,3031,3087,0,3363,3,0,4,3,1,1,1701,0,0,0,0,0,195739,22858,166712,6168,693,10280,1260,9019,0,2217,4,7017,34793,14743,20,5,3018,1373,1645,0,13015,11575,4,0,284,12,4,0,57,14,1,0,8,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,4126,0,0,9101,2015,3946,0,9104,16,40,0,8014,256,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,10.6,9.5,439.8,315.4,458.9,302.1,0.1,-0.1,59.1,14.2,149.9,57.9,-7.5,-112.2,1,FALSE,FALSE,1705,J Team,BOTCARRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,Blue,497,14,4,UNRANKED,JT Ysera,673,Rakan,TRUE,3504,3109,2302,2055,1033,3158,3364,1,0,6,0,1,0,0,0,0,0,0,0,18267,5094,11106,2066,0,3345,2774,467,104,3333,4,10236,7706,3965,57,10,6080,4151,1767,162,9876,8075,2,0,51,4,0,0,24,12,9,0,31,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,1722,0,0,8242,4,0,0,8429,64,15,12,8453,427,665,0,8304,10,0,0,8313,0,0,0,8400,8300,DUO_SUPPORT,BOTTOM,1.9,1.4,344.9,300.7,366.6,197.7,0.1,-0.1,59.1,14.2,127.4,97.5,-7.5,-112.2,1,FALSE,FALSE,1705,J Team,SUPPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,Red,150,12,4,UNRANKED,MAD Liang,4,Gnar,FALSE,1055,3155,3071,3111,1011,3052,3340,0,2,0,0,0,0,1015,0,0,0,0,0,132360,10317,120231,1811,264,7841,1400,6434,6,340,1,10851,564,564,23,26,13155,6204,6905,46,8949,8525,0,0,229,12,12,0,671,15,3,0,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,602,0,0,8224,215,0,0,8234,22,0,0,8237,526,0,0,8435,2,0,0,8444,534,0,0,8200,8400,SOLO,TOP,9.1,8,493.4,464.1,325.7,259.8,-1.3,0.4,-74.4,14.8,442.9,226.2,70.2,0.6,1,FALSE,FALSE,1705,Mad Team,TOP,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,Red,59,4,11,UNRANKED,MAD Kongyue,507,Jarvan IV,FALSE,1409,2032,1031,3111,3194,2424,3364,0,1,1,0,0,0,1654,0,0,0,0,0,106202,27404,69183,9613,0,2538,446,1938,154,6777,1,16744,1076,0,114,4,17996,5606,12164,225,7888,7700,0,0,28,112,83,4,478,12,6,0,59,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,191,0,0,8143,67,0,0,8136,24,0,0,8105,1,0,0,8313,0,0,0,8304,9,3,0,8100,8300,NONE,JUNGLE,1.2,0.2,409.8,347.2,290,279.7,-0.3,0.1,54.2,38.3,524.4,645,-93.7,-49,1,FALSE,FALSE,1705,Mad Team,JUNGLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,Red,13,4,7,UNRANKED,MAD Uniboy,637,Ryze,FALSE,3070,3001,2424,1058,3158,3165,3340,1,3,0,0,1,0,712,0,0,0,0,0,289147,129365,9781,150000,568,6483,6429,53,0,837,1,8923,0,0,23,17,10322,6249,3222,850,9659,9000,0,0,240,18,18,0,38,14,2,0,13,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8313,0,0,0,8316,2985,0,0,8347,0,0,0,8234,16,0,0,8232,0,50,0,8300,8200,SOLO,MIDDLE,9.4,8.8,499.7,470.2,340.7,324.6,-1.7,-1.1,-106.8,-59.5,537.7,194.5,390.2,128.9,1,FALSE,FALSE,1705,Mad Team,MID,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,Red,18,4,7,UNRANKED,MAD Breeze,539,Tristana,FALSE,2423,3087,3086,3031,3097,3006,3363,0,0,0,0,0,0,0,0,0,0,0,0,143724,41071,99250,3402,503,6720,2157,4129,434,2676,4,6959,3101,0,23,5,4381,2397,1984,0,9956,9100,0,0,262,16,12,0,286,13,2,0,11,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,3881,0,0,9101,1740,4236,0,9103,24,40,0,8014,10,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,9.3,8.6,430.6,323.3,328.5,290.9,-0.1,0.1,-59.1,-14.2,42.9,181.6,7.5,112.2,1,FALSE,FALSE,1705,Mad Team,BOTCARRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,Red,223,4,3,UNRANKED,MAD K,22,Tahm Kench,FALSE,3109,0,2303,2055,3111,0,3364,0,2,0,0,0,0,1005,0,0,0,0,0,14832,5969,3489,5373,0,1426,1402,23,0,3162,2,15594,713,0,66,6,15227,9597,5012,617,6711,6525,0,0,76,0,0,0,82,11,15,0,43,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8313,0,0,0,8304,10,0,0,8339,0,0,0,8429,64,14,12,8444,862,0,0,8300,8400,DUO_SUPPORT,BOTTOM,3,2.5,235.9,264.4,231.4,177.3,-0.1,0.1,-59.1,-14.2,249.4,198.2,7.5,112.2,1,FALSE,FALSE,1705,Mad Team,SUPPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,Blue,164,12,4,UNRANKED,MAD Liang,4,Camille,TRUE,1054,3077,3026,3078,3047,3053,3340,5,1,7,4,2,1,732,2,0,0,0,0,181473,808,147741,32922,0,15128,808,10240,4078,2990,1,14777,25449,12943,31,14,17464,4999,11443,1020,14427,12858,5,0,249,16,8,1,213,17,3,0,14,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,549,0,0,8226,1385,0,0,8234,26,0,0,8237,382,0,0,8430,9,0,0,8444,828,0,0,8200,8400,SOLO,TOP,10.8,7.2,541.2,442.4,442.9,286.2,2.6,0.7,57.9,35.3,402.7,421.5,142.3,-244.1,2,FALSE,FALSE,1861,Mad Team,TOP,6.6,681.2,544.5,-2.4,248,726.3,153.2,0,0,0,0,0,0,0
12,2,Blue,154,4,11,UNRANKED,MAD Kongyue,507,Zac,TRUE,1409,3065,2055,3143,3105,3047,3364,3,0,12,3,3,1,0,1,1,0,0,0,129160,84092,28641,16426,0,5503,4651,496,356,29677,5,23352,13951,1602,79,24,24825,7095,17329,400,11848,11250,0,0,33,125,73,8,812,15,14,0,38,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,975,0,0,8463,920,0,0,8429,67,19,15,8444,847,0,0,8313,0,0,0,8304,10,0,0,8400,8300,NONE,JUNGLE,0.8,0.3,397.7,318.7,348.2,231.9,-0.2,0.1,-7.2,57.2,569.9,670.6,-256.8,291.9,2,FALSE,FALSE,1861,Mad Team,JUNGLE,2,607.6,511.7,-0.1,358.4,896,320,0,0,0,0,0,0,0
13,3,Blue,163,4,1,UNRANKED,MAD Uniboy,637,Taliyah,TRUE,2424,3165,3102,3020,3135,3151,3340,6,1,7,6,2,1,1802,1,0,0,0,0,327593,162055,9053,156485,0,17425,17044,381,0,1461,1,4374,7773,1706,20,11,8671,5471,3109,90,14245,13600,0,1,260,19,19,0,504,17,4,0,15,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1092,0,0,8226,2049,0,0,8234,16,0,0,8232,2,50,0,8313,0,0,0,8316,5024,0,0,8200,8300,SOLO,MIDDLE,9.5,8.3,574.4,478.7,520.3,267.2,-0.5,-2.1,26.3,-31.8,90.1,192,-289.4,-18.2,2,FALSE,FALSE,1861,Mad Team,MID,8.2,640.7,556.5,2,311.4,516.5,8.6,0,0,0,0,0,0,0
14,4,Blue,18,4,7,UNRANKED,MAD Breeze,539,Tristana,TRUE,3036,3031,3140,3087,3006,3094,3363,7,1,7,4,3,2,1687,1,1,0,0,0,245181,78846,162055,4280,891,19191,3971,14472,748,5171,3,11905,18485,7713,40,8,12261,4777,7400,84,16376,14750,4,0,300,51,29,9,328,17,0,0,11,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,8690,0,0,9101,2687,5844,0,9103,18,40,0,8014,534,0,0,8313,0,0,0,8304,9,3,0,8000,8300,DUO_CARRY,BOTTOM,10.5,7.8,510.7,314.8,467.1,282.4,-0.95,-0.45,-12.2,4.15,276.3,295.7,140.55,94.8,2,FALSE,FALSE,1861,Mad Team,BOTCARRY,10.2,775.1,672.5,-0.2,226.55,578.4,-76.25,0,0,0,0,0,0,0
15,5,Blue,98,4,14,UNRANKED,MAD K,22,Shen,TRUE,3401,3190,2045,2055,3111,3067,3364,0,3,19,0,0,0,838,0,0,0,0,0,25855,4838,13525,7491,0,4322,1766,2299,256,2317,4,25159,3574,2647,88,20,16595,5756,10593,245,10122,9325,0,0,79,0,0,0,114,14,21,0,53,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,664,0,0,8446,1489,0,0,8429,67,13,15,8444,762,0,0,8313,0,0,0,8304,9,3,0,8400,8300,DUO_SUPPORT,BOTTOM,2.7,2.5,261.9,280.2,289.7,181.6,-0.95,-0.45,-12.2,4.15,691,290.5,140.55,94.8,2,FALSE,FALSE,1861,Mad Team,SUPPORT,2.7,532.1,433,-0.2,226.55,380.9,-76.25,0,0,0,0,0,0,0
16,6,Red,41,12,4,UNRANKED,JT Rest,4,Gangplank,FALSE,3053,3142,1036,3302,3078,3047,3363,0,4,3,0,0,0,609,0,0,0,0,0,188461,6647,171680,10133,0,11405,3896,6186,1322,2998,2,11893,0,0,25,13,19223,3872,12674,2676,12218,12348,0,0,239,11,9,0,742,15,2,0,12,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,535,19,0,8313,0,0,0,8321,7,0,0,8347,0,0,0,8430,9,0,0,8444,818,0,0,8300,8400,SOLO,TOP,8.2,6.5,483.3,407.1,403.1,298,-2.6,-0.7,-57.9,-35.3,260.4,665.6,-142.3,244.1,2,FALSE,FALSE,1861,J Team,TOP,9,433.2,435.5,2.4,-248,573.1,-153.2,0,0,0,0,0,0,0
17,7,Red,59,4,11,UNRANKED,JT Hana,4,Jarvan IV,FALSE,1408,3143,2055,3067,1028,3111,3364,0,6,6,0,0,0,735,0,0,0,0,0,83246,9816,66732,6697,0,4010,722,3288,0,5302,1,14027,4825,1141,117,10,19530,5941,12907,681,8188,8225,0,0,34,89,60,10,465,12,8,0,63,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,557,0,0,8143,115,0,0,8136,33,0,0,8105,4,0,0,8313,0,0,0,8304,10,0,0,8100,8300,NONE,JUNGLE,1,0.2,404.9,261.5,295.9,221.7,0.2,-0.1,7.2,-57.2,826.7,378.7,256.8,-291.9,2,FALSE,FALSE,1861,J Team,JUNGLE,2.1,249.2,216.3,0.1,-358.4,576,-320,0,0,0,0,0,0,0
18,8,Red,13,4,7,UNRANKED,JT FoFo,503,Ryze,FALSE,3135,3157,3001,3070,3158,0,3363,1,4,4,0,1,0,879,0,0,0,0,0,319386,152674,16712,150000,673,15021,13937,1083,0,2076,1,13371,392,392,36,26,13770,6066,7402,302,11115,10175,0,0,266,24,19,0,40,15,3,0,16,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,4,0,0,8313,0,0,0,8316,3360,0,0,8347,0,0,0,8226,1817,0,0,8234,18,0,0,8300,8200,SOLO,MIDDLE,10,10.4,548.1,510.5,413.2,319.5,0.5,2.1,-26.3,31.8,379.5,210.2,289.4,18.2,2,FALSE,FALSE,1861,J Team,MID,6.2,329.3,299.8,-2,-311.4,507.9,-8.6,0,0,0,0,0,0,0
19,9,Red,51,4,7,UNRANKED,JT Lilv,546,Caitlyn,FALSE,3087,3047,3031,3036,1038,3094,3363,5,3,1,2,1,2,1205,0,0,0,0,0,208573,27225,179258,2090,1199,16387,1773,14096,518,3388,5,8717,4879,1399,30,19,9556,4493,4066,997,14030,14400,1,0,301,21,20,0,259,14,2,0,11,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,6246,0,0,9101,1138,4104,0,9104,17,0,0,8014,267,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,11.4,8.6,468.1,312.5,520.9,292,0.95,0.45,12.2,-4.15,105.6,169.1,-140.55,-94.8,2,FALSE,FALSE,1861,J Team,BOTCARRY,10.1,459.5,456.4,0.2,-226.55,420.9,76.25,0,0,0,0,0,0,0
20,10,Red,201,3,4,UNRANKED,JT Ysera,673,Braum,FALSE,3401,3190,2045,2055,0,3111,3364,0,4,6,0,0,0,739,0,0,0,0,0,29365,8201,7986,13177,0,4816,4298,518,0,2611,4,22541,3660,473,66,33,18092,8801,8507,783,8051,8150,0,0,96,0,0,0,580,13,15,0,43,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,2678,0,0,8242,5,0,0,8429,67,16,16,8444,905,0,0,8304,10,0,0,8313,0,0,0,8400,8300,DUO_SUPPORT,BOTTOM,3.7,2.6,328.9,274.2,263.2,170.9,0.95,0.45,12.2,-4.15,580.6,227.5,-140.55,-94.8,2,FALSE,FALSE,1861,J Team,SUPPORT,3.2,394.6,283.7,0.2,-226.55,690.9,76.25,0,0,0,0,0,0,0
21,1,Blue,516,14,4,UNRANKED,JT Rest,4,Ornn,TRUE,3050,3512,0,3001,3083,2422,3340,2,1,10,2,1,1,1087,0,0,0,0,0,126079,54991,62998,8090,0,12923,8108,4644,170,1644,1,45946,4820,2456,28,34,24352,8346,15746,259,12394,12200,1,0,240,4,0,0,721,16,2,0,18,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,1,0,0,8345,4,0,0,8304,10,0,0,8347,0,0,0,8429,70,18,17,8444,843,0,0,8300,8400,SOLO,TOP,7.8,8.4,451.3,484.1,384.9,268.6,-0.4,1.9,-3.4,103.6,452.3,260.8,-251.2,-246.2,3,FALSE,FALSE,2053,J Team,TOP,5.7,409.6,270.4,-1.2,-54.8,751.9,101.4,0,0,0,0,0,0,0
22,2,Blue,113,4,11,UNRANKED,JT Hana,4,Sejuani,TRUE,1409,2055,3383,1028,3083,3111,3364,1,0,7,0,1,0,0,0,0,0,0,0,107236,38920,58009,10306,0,5595,2391,3088,116,4953,5,33826,8503,2794,135,11,30048,12713,17260,75,11015,10925,1,0,51,91,71,0,479,14,13,0,76,26,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8439,426,0,0,8463,642,0,0,8429,70,14,15,8444,1175,0,0,8143,275,0,0,8136,43,0,0,8400,8100,NONE,JUNGLE,1.4,0.5,376.8,312.6,364.2,241.5,0.9,0.4,-4.5,3.8,440.5,501.2,-117.7,7.8,3,FALSE,FALSE,2053,J Team,JUNGLE,2.8,264.4,278.9,1.6,-0.6,911.9,423.6,0,0,0,0,0,0,0
23,3,Blue,42,4,7,UNRANKED,JT FoFo,503,Corki,TRUE,3078,3020,3031,3094,3026,1053,3363,8,1,7,7,2,1,915,2,0,0,0,0,361220,185523,22650,153046,835,26113,23133,2716,264,5810,4,6943,14052,7023,27,2,18863,10908,7453,502,15543,14683,3,1,273,35,27,5,209,17,0,0,12,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,5744,0,0,8009,2010,0,0,9103,15,20,0,8014,577,0,0,8316,4243,0,0,8345,4,0,0,8000,8300,SOLO,MIDDLE,11.4,9.9,585.8,500.3,465,335.1,2.5,0.3,61.6,16.8,569.7,231.1,249.1,77.8,3,FALSE,FALSE,2053,J Team,MID,3.5,360.4,350.8,-2.9,62.1,609.5,241.3,0,0,0,0,0,0,0
24,4,Blue,18,4,7,UNRANKED,JT Lilv,546,Tristana,TRUE,3072,3097,3047,3087,3094,3031,3363,4,2,6,2,2,2,1114,1,0,0,0,0,256755,97150,149393,10212,975,15735,5989,9498,248,4556,4,13575,19194,10822,59,4,10987,5064,5871,52,15539,14925,4,1,306,41,24,9,299,16,5,0,15,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,8048,0,0,9101,2419,4975,0,9104,20,50,0,8014,256,0,0,8313,0,0,0,8304,10,0,0,8000,8300,DUO_CARRY,BOTTOM,11.5,6.7,484.1,264.3,478.3,253.9,1.05,-0.6,13.65,-34.6,166.9,259.6,-104.85,101,3,FALSE,FALSE,2053,J Team,BOTCARRY,9.8,436,450.2,0.2,13.35,265.1,-45.9,0,0,0,0,0,0,0
25,5,Blue,44,3,4,UNRANKED,JT Ysera,673,Taric,TRUE,3107,3504,2303,2055,3105,3009,3364,1,1,13,0,1,0,417,0,0,0,0,0,23775,6850,8583,8341,0,4472,3200,1085,187,18960,5,22589,3326,1803,73,18,16231,6984,8967,280,10438,9760,0,0,79,0,0,0,54,14,14,0,41,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8465,3786,0,0,8242,6,0,0,8429,70,15,12,8453,1960,1219,0,8304,10,0,0,8313,0,0,0,8400,8300,DUO_SUPPORT,BOTTOM,3.3,2,295.5,256.2,308.1,162,1.05,-0.6,13.65,-34.6,223.7,289.6,-104.85,101,3,FALSE,FALSE,2053,J Team,SUPPORT,2.3,290.9,315.7,0.2,13.35,496.9,-45.9,0,0,0,0,0,0,0
26,6,Red,8,14,4,UNRANKED,MAD Liang,4,Vladimir,FALSE,1054,3092,3157,3111,1026,3151,3340,0,5,3,0,0,0,599,0,0,0,0,0,170384,151867,18308,208,615,15869,15452,267,150,22823,1,14919,475,475,28,9,25970,13493,12203,274,11675,12265,0,0,247,20,16,0,146,16,2,0,14,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,2,0,0,8313,0,0,0,8321,3,0,0,8347,0,0,0,8243,15,0,0,8210,0,0,0,8300,8200,SOLO,TOP,8.2,6.5,454.7,380.5,367.8,247.7,0.4,-1.9,3.4,-103.6,703.5,507,251.2,246.2,3,FALSE,FALSE,2053,Mad Team,TOP,6.9,464.4,362,1.2,54.8,650.5,-101.4,0,0,0,0,0,0,0
27,7,Red,59,4,11,UNRANKED,MAD Kongyue,507,Jarvan IV,FALSE,3071,1412,3026,3111,2003,0,3340,2,4,3,0,1,0,1402,0,0,0,0,0,129517,11725,110019,7772,0,7352,181,6598,572,7422,1,20320,6778,672,72,14,23504,9562,13875,66,9853,9575,0,0,23,128,91,4,729,13,12,0,47,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8112,1087,0,0,8143,359,0,0,8136,18,0,0,8105,4,0,0,8313,0,0,0,8304,9,0,0,8100,8300,NONE,JUNGLE,0.5,0.1,381.3,308.8,288.9,277,-0.9,-0.4,4.5,-3.8,558.2,493.4,117.7,-7.8,3,FALSE,FALSE,2053,Mad Team,JUNGLE,1.2,265,279.7,-1.6,0.6,488.3,-423.6,0,0,0,0,0,0,0
28,8,Red,163,4,1,UNRANKED,MAD Uniboy,637,Taliyah,FALSE,3102,3165,1056,3020,3135,1052,3340,1,2,2,0,1,0,925,0,0,0,0,0,331560,172186,7833,151540,0,16411,16105,306,0,991,1,5649,2870,146,33,24,12473,7458,4927,88,11349,10935,0,0,285,20,20,0,596,16,4,0,19,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8214,1224,0,0,8226,2796,0,0,8234,18,0,0,8232,3,40,0,8313,0,0,0,8316,4027,0,0,8200,8300,SOLO,MIDDLE,8.9,9.6,524.2,483.5,361.3,304.7,-2.5,-0.3,-61.6,-16.8,320.6,153.3,-249.1,-77.8,3,FALSE,FALSE,2053,Mad Team,MID,6.4,298.3,280.2,2.9,-62.1,368.2,-241.3,0,0,0,0,0,0,0
29,9,Red,498,4,7,UNRANKED,MAD Breeze,539,Xayah,FALSE,3031,3094,3035,3508,3097,3006,3363,1,3,2,0,1,0,1511,0,0,0,0,0,217042,3863,210730,2447,687,19931,257,19674,0,5101,5,13700,6842,3757,33,22,13531,7074,6317,139,13152,13250,1,0,329,24,16,0,102,15,4,0,11,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8021,5465,0,0,9101,2613,5078,0,9103,15,40,0,8014,224,0,0,8313,0,0,0,8304,9,0,0,8000,8300,DUO_CARRY,BOTTOM,11,8.4,515.4,320.2,391.7,315.3,-1.05,0.6,-13.65,34.6,300.9,221.1,104.85,-101,3,FALSE,FALSE,2053,Mad Team,BOTCARRY,9,409,396.5,-0.2,-13.35,332.8,45.9,0,0,0,0,0,0,0
30,10,Red,497,3,14,UNRANKED,MAD K,22,Rakan,FALSE,3800,1031,2301,2055,3158,3067,3364,1,2,4,0,1,0,1842,0,0,0,0,0,15834,10496,4754,583,0,7240,6154,640,446,5038,5,14502,2435,1141,103,23,15271,8495,6357,418,9279,9100,1,0,62,0,0,0,110,12,26,0,62,26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8326,3,0,0,8313,0,0,0,8304,9,0,0,8347,0,0,0,8243,15,0,0,8234,38,0,0,8300,8200,DUO_SUPPORT,BOTTOM,1.7,1.5,236.9,269.5,288.4,191.9,-1.05,0.6,-13.65,34.6,299.4,126.1,104.85,-101,3,FALSE,FALSE,2053,Mad Team,SUPPORT,2.7,291.2,304.2,-0.2,-13.35,521,45.9,0,0,0,0,0,0,0
