,teamName,teamId,win,gameNumber,duration,isTiebreaker,isPlayoff,kills,deaths,assists,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,creepsPerMinDeltas.10-20,creepsPerMinDeltas.0-10,xpPerMinDeltas.10-20,xpPerMinDeltas.0-10,goldPerMinDeltas.10-20,goldPerMinDeltas.0-10,damageTakenPerMinDeltas.10-20,damageTakenPerMinDeltas.0-10,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
133,Flash Wolves,Blue,TRUE,67,1660,FALSE,FALSE,13,1,26,689331,337485,318699,33141,73519,43756,28385,1376,13937,6,75347,55016,17950,243,147,56120,23195,31917,1006,55862,47285,867,179,114,19,4387,73,36,0,120,37,36,27.5,2327,2032.4,1912.7,1414.8,1857.1,1526,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,1,1,2,1
134,Machi Esports,Red,FALSE,67,1660,FALSE,FALSE,1,13,0,702573,267121,250958,184490,32398,21182,10208,1006,24169,13,77181,10434,7491,201,103,94370,45546,47445,1373,42711,40183,882,132,108,0,2059,66,26,0,96,48,37.3,28.2,2247.4,1852.5,1562.3,1276,3237.2,2404.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0
135,Machi Esports,Blue,FALSE,68,1792,FALSE,FALSE,7,25,15,711872,275962,257910,177994,56051,29570,24546,1932,14440,8,106760,6706,4570,267,109,98229,36820,60197,1208,47859,46566,818,136,111,9,2563,68,29,0,137,57,32.8,28,2250.1,1931,1828.1,1362.2,2787.6,1837.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,0,0
136,Flash Wolves,Red,TRUE,68,1792,FALSE,FALSE,25,7,65,675936,254639,392665,28630,79028,35153,42665,1208,30283,12,115163,62843,20259,257,166,89106,33344,53828,1931,60083,51700,791,183,112,24,2836,77,41,0,156,52,30.6,26.6,2383.3,1921.8,1962.8,1345.8,2910.7,1859.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,2,1,1,1
137,Hong Kong Attitude,Blue,FALSE,69,2123,FALSE,FALSE,11,16,25,914282,379032,349758,185487,67227,36460,29532,1231,31531,12,137950,33312,2957,336,136,111981,37619,69372,4986,59929,57110,1056,181,118,0,5640,78,56,0,194,57,34.3,29.1,2054.8,1979.4,1694.2,1323.9,1997.1,1400.1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,0,1,3,0
138,J Team,Red,TRUE,69,2123,FALSE,FALSE,16,11,44,1162232,272272,697537,192421,91973,36594,50389,4986,37325,15,95130,36479,16749,338,101,101428,41439,58753,1230,70323,59586,1015,231,161,29,2158,82,21,0,171,71,33.6,27.8,2131.2,1929.1,1719.1,1361.1,2187.9,1444,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,7,1,1,1,0
139,J Team,Blue,FALSE,70,2229,FALSE,FALSE,0,11,0,1137271,387557,431451,318258,38999,18054,20341,602,25567,16,83153,15549,3249,273,70,91870,42722,47350,1793,57833,55050,1125,234,168,9,1850,77,36,0,141,79,33.1,29,2017.4,1995.8,1503.9,1305.2,2203.7,1801.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,0,0,1
140,Hong Kong Attitude,Red,TRUE,70,2229,FALSE,FALSE,11,0,32,1099878,485498,411159,203212,70454,40196,28460,1794,16338,10,101019,81381,29582,429,143,62632,20791,41237,602,68463,61485,1152,179,115,9,5013,81,57,0,207,76,34.4,29.6,2040.6,1879.7,1745.1,1336.1,1303.5,1058,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,9,1,1,4,0
141,J Team,Blue,TRUE,71,2142,FALSE,FALSE,16,9,47,1008488,276276,444890,287317,86069,45240,38864,1960,28463,13,140186,58608,25144,348,120,109317,57381,50294,1637,67046,59620,1027,167,112,20,2599,82,39,0,189,79,33.4,29.5,2214.4,1902.1,1920.3,1261.4,2252.9,1445.5,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,9,2,1,2,0
142,Hong Kong Attitude,Red,FALSE,71,2142,FALSE,FALSE,9,16,23,1074313,477530,275668,321115,78224,53941,22645,1637,45118,12,84247,28875,3787,359,91,109808,49379,58468,1960,58083,55635,1013,177,130,8,1602,75,54,0,181,93,31.7,27.1,2235.5,1851.9,1813.8,1264.2,2371,1268.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,3,0,0,0,1
