,name,teamRole,wins,losses,duration,kills,deaths,assists,KDA,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledTeamJungle,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,champLevel,visionWardsBoughtInGame,sightWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist,creepsPerMinDeltas.10.20,creepsPerMinDeltas.0.10,xpPerMinDeltas.10.20,xpPerMinDeltas.0.10,goldPerMinDeltas.10.20,goldPerMinDeltas.0.10,damageTakenPerMinDeltas.10.20,damageTakenPerMinDeltas.0.10
1,Alistar,SUPPORT,9,16,2192.64,0.36,3.16,6.16,2.063291139,70549.48,7780.68,5941.84,56825.92,4465.32,3501.12,405.88,557.8,7879.36,4.96,30081.24,1021,518.88,83.68,26.68,19706.76,9263.44,9527.04,915.64,8621.6,7805,0.08,0,57.4,0,0,0,66.56,13.36,16.28,0,52.28,10.92,0,0,0.28,0,0.2,1.904,1.508,275.636,274.908,220.456,159.64,365.808,244.596
2,Anivia,MID,0,2,1841,0,1,0.5,0.5,322547,164409.5,6722.5,151415,8007.5,7723.5,284,0,5564.5,1,7484.5,1287,224.5,33,22,13850,7403.5,6040.5,405,10894.5,10292.5,0.5,0,295.5,14,12,2,3734.5,15.5,7,0,19.5,9,0,0,0,0,0,11.15,8.15,576.15,476.65,389.9,273.05,236.65,164.7
3,Ashe,BOTCARRY,3,3,1837.333333,3.5,1.666666667,5.333333333,5.3,185341.1667,2745.5,175932.5,6662.666667,18519.66667,1807.666667,16540.66667,171,2710.166667,2.666666667,5184.5,11283.5,6187.666667,39.33333333,36.83333333,9363.833333,3996,4835,532,12947.83333,11204.16667,1.833333333,0.333333333,285.8333333,9.166666667,5.666666667,1.333333333,2737.166667,14.5,4.833333333,0,13.16666667,11.33333333,0,0.333333333,0.166666667,0.166666667,0.333333333,10.85,8.9,476.35,315.0833333,446.6666667,281.2333333,194.3166667,188.15
4,Aurelion Sol,MID,0,1,2105,3,2,4,3.5,228216,219636,8154,425,23284,22562,296,425,2752,1,12010,2216,450,27,35,21332,6885,13286,1161,13542,12675,0,0,331,8,8,0,1144,17,9,0,14,10,1,0,0,0,0,10.1,8.2,537.8,472.6,403.7,311.2,517.6,219.4
5,Azir,MID,19,13,2217.84375,3.5,1.40625,3.8125,5.2,263324.7188,241064.8438,14245.71875,8013.21875,22599.75,21508.6875,614.34375,476,2098.9375,1.71875,8161.59375,18270.6875,4978.59375,44.75,9.90625,13094.6875,6611.40625,5925.53125,557.03125,15784.65625,14393.75,1.75,0.40625,345.78125,29.65625,19.84375,4.8125,317.5625,17.0625,5.96875,0,16.96875,13.46875,0.09375,0.125,0.03125,0.21875,0.25,11.003125,8.89375,573.128125,487.740625,431.3375,305.334375,306.14375,180.3375
6,Bard,SUPPORT,2,0,2459.5,3,3.5,9.5,3.571428571,29406,21188,5828,2388.5,11821,9022.5,1707.5,1090,4729.5,4.5,10488,5476,1762.5,124,33,14347.5,7588.5,6484,274.5,11393.5,10537.5,0.5,0,26,2,0,0,182.5,15,19.5,0,71,21.5,0,0,1,0,1,0.95,0.2,318.2,282.7,256.15,159.6,168.95,187.2
7,Blitzcrank,SUPPORT,1,1,2222,0,3.5,6,1.714285714,91894.5,6401.5,5879.5,79612.5,3962.5,3006.5,830,125,2301.5,3.5,9251,2346.5,1324.5,79.5,16.5,16721.5,10500,5616,604.5,8174,7550,0,0,30.5,0,0,0,63.5,13,21.5,0,57.5,9,0,0,0.5,0,0.5,0.85,1.35,199.05,277.45,185.65,176.75,242.15,264.1
8,Braum,SUPPORT,37,29,2253.636364,0.439393939,2.060606061,6.757575758,3.492647059,96839.57576,9503.393939,8538.939394,78796.24242,5522.848485,4798.19697,500.2272727,223.8636364,4026.878788,4.333333333,23475.5303,2421.075758,744.5151515,88.84848485,29.27272727,18590.71212,8467.257576,9065.818182,1056.969697,9641.621212,8714.69697,0.257575758,0.090909091,76,0.363636364,0.060606061,0,526.3181818,13.84848485,15.65151515,0,53.34848485,12.22727273,0.03030303,0,0.227272727,0.045454545,0.257575758,2.595454545,1.618181818,286.2772727,273.5469697,244.1242424,160.880303,331.2075758,226.5318182
9,Caitlyn,BOTCARRY,19,20,2132.897436,2.820512821,1.846153846,3.256410256,3.291666667,277159.7692,53836.97436,218007.9231,5314.205128,23533.5641,3861.25641,18789.33333,882.3333333,3265.74359,2.769230769,8587.846154,17733.05128,6541.230769,39.66666667,25.41025641,10582.23077,4408.230769,5793.794872,379.4615385,14893.89744,13748.46154,2.025641026,0.512820513,338.4615385,19.82051282,12.23076923,2.205128205,185.7692308,15.12820513,4.102564103,0,12.97435897,14.35897436,0.025641026,0.205128205,0.051282051,0.230769231,0.076923077,10.53846154,8.961538462,427.7230769,319.5871795,399.8923077,291.9435897,226.4589744,183.2076923
10,Camille,JUNGLE,1,0,2236,4,0,3,Inf,193275,7616,137708,47949,11177,288,7670,3218,15882,1,25218,22990,3364,124,15,32820,12144,20381,294,13706,12733,3,0,51,158,101,19,723,17,15,0,75,14,0,1,0,0,1,0.2,0.8,435.1,359.9,341.2,270.9,1007,702.6
11,Camille,TOP,9,12,2038.047619,2.80952381,2.238095238,2.80952381,2.510638298,212437.1905,896.8571429,173235.5238,38303.85714,14043.80952,883.4761905,9597.380952,3561.904762,2539.238095,1,20079.95238,8588.619048,4680.190476,39.04761905,16.61904762,22058.52381,7925.095238,13735.80952,396.9047619,13620.57143,12833.47619,1.523809524,0.142857143,291.047619,22.0952381,7.428571429,6.904761905,324.1428571,16.66666667,3.380952381,0,19.52380952,6.857142857,0.095238095,0.095238095,0,0.095238095,0.095238095,9.128571429,7.523809524,527.6571429,451.3095238,387.6571429,277.7333333,507.9904762,383.1952381
12,Cassiopeia,MID,12,5,2113.823529,3.647058824,1.117647059,5.294117647,8,211826.8824,196369.5882,13000.58824,2455.823529,20223.11765,19542.52941,427.7647059,252.2941176,9251.705882,1.058823529,11207.41176,14519.52941,3248,36.29411765,34.58823529,16875.76471,7546.411765,8882.588235,445.8235294,14617.94118,13092.94118,1.176470588,0.235294118,304.4705882,30,19.23529412,5.411764706,5122.352941,16.64705882,5.470588235,0,16,7.294117647,0.176470588,0,0,0,0.529411765,10.11764706,8.794117647,534.2352941,470.1882353,419.9647059,305.6941176,421.1235294,232.2176471
13,Cho'Gath,TOP,16,11,2259.62963,2.296296296,2.296296296,4.148148148,2.806451613,187601.2222,118398.1111,41310.22222,27891.7037,12967.2963,8251.962963,1771.518519,2942.777778,8798.555556,1,53415.33333,7182.37037,1692.037037,42.40740741,76.07407407,38027.51852,14745.48148,21530.25926,1751.074074,13858.62963,12930.92593,1.074074074,0.111111111,284.8518519,15.44444444,3.37037037,1.814814815,1494.333333,16.62962963,6.185185185,0,22.25925926,5.407407407,0.074074074,0.148148148,0.111111111,0,0.185185185,9.733333333,8.244444444,536.2777778,457.3074074,375.6814815,278.2925926,640.5555556,404.5074074
14,Corki,MID,3,8,2214.636364,2.363636364,1.909090909,2.818181818,2.714285714,291823.1818,253303,35245.90909,3273.636364,23051.81818,20297.63636,2289.090909,464.3636364,3897.454545,1,9783.454545,11716,5153.818182,47.09090909,1.363636364,17017.09091,8181.818182,8596.363636,238.5454545,16000.18182,14867.09091,1.727272727,0.181818182,378,27.45454545,17.63636364,5.181818182,322.7272727,16.90909091,7.181818182,0,19.54545455,13.72727273,0.090909091,0.272727273,0,0.181818182,0,11.37272727,9.354545455,593.2818182,497.4636364,441.1545455,304.1181818,373.1909091,238.6272727
15,Darius,TOP,1,0,1620,5,1,4,9,141464,352,134899,6212,10985,352,8305,2328,3261,1,15471,15374,8190,35,11,18724,6180,11913,631,12886,13075,1,0,242,8,8,0,209,16,8,0,17,6,1,1,0,0,1,10.9,7.4,622.1,457.2,525.5,322.7,466.7,357.9
16,Draven,BOTCARRY,1,2,2633.666667,2.666666667,1.333333333,4.666666667,5.5,343363.6667,66252.66667,271260.6667,5850,19246.66667,2889,16099,258,2352.666667,2.333333333,11125.33333,28864.33333,9485,81.66666667,8.333333333,11262.33333,5167.333333,5662.666667,431.3333333,18728,16908.33333,2.333333333,0.666666667,381.3333333,33.66666667,22.66666667,4,231.3333333,18,8.333333333,0,23,27.33333333,0,0,0,0.333333333,0,9.1,8.066666667,439.1666667,323.9333333,359.2,284.1333333,169.7,182.9333333
17,Evelynn,JUNGLE,3,0,2799.666667,2.333333333,3.666666667,7,2.545454545,202025.3333,163159,20272.66667,18592.33333,16930.66667,16263,371.6666667,295.6666667,10691,1,14787.66667,10401,437.6666667,126,13,27490.66667,9573,17135,781.6666667,16721.66667,15470,0.333333333,0,28.66666667,186.3333333,121.6666667,24,822.3333333,17.33333333,10.66666667,0,64,16.33333333,0,0,0,0,0.333333333,0.366666667,0.233333333,402.6,364.4333333,342.5,266.2,620.8333333,510.7666667
18,Ezreal,BOTCARRY,22,20,2403.642857,2.642857143,1.285714286,4.976190476,5.925925926,287382.3571,35234.38095,227041.9762,25105.19048,31346.42857,6407.190476,23568.66667,1369.809524,2986,3.238095238,12263.80952,16284.7619,6253.52381,53.16666667,15.64285714,13995.2381,6183.97619,7394.666667,415.9761905,17149.5,15977.07143,1.928571429,0.476190476,363.2380952,23.78571429,15.85714286,2.976190476,904.9285714,16.45238095,4.30952381,0,20.92857143,15.54761905,0.071428571,0.166666667,0.023809524,0.19047619,0.142857143,10.76190476,8.976190476,442.552381,322.9333333,417.8952381,313.45,232.7309524,198.0571429
19,Ezreal,MID,1,0,1948,7,0,5,Inf,226464,101034,124234,1193,23561,17085,6383,93,482,1,2306,11070,5588,36,0,4515,1783,2732,0,16227,14625,3,1,322,20,16,4,12,18,7,0,23,7,0,0,0,0,1,11.1,9.1,562.9,477.2,412.1,329.7,97.7,113.2
20,Fiora,MID,0,2,2055,1.5,4,1.5,0.75,187127,243.5,178864.5,8017.5,13092.5,81.5,10469.5,2540,3740.5,1.5,20979,156.5,0,40,5.5,24889.5,8948,14807.5,1133,13428,13254,0,0,309.5,17,13.5,2,171.5,17.5,2.5,0,12,11,0,0,0,0,0,10.75,9.5,578.55,502.05,416.6,336.9,755.7,237.6
21,Fiora,TOP,0,2,1909,0.5,4,1.5,0.5,255240.5,1281,170035,83923,10084,886,5622,3574.5,5499.5,3,22972.5,6825,3665,30,6,27068.5,13208,13533,326.5,12053.5,11254,1.5,0,272,21,3.5,6,72,16,7,0,20.5,2,0.5,0,0,0,0,9.55,7.15,512.2,425.2,374.15,291.4,528.65,534.5
22,Galio,MID,9,7,2254.125,1.8125,1.9375,6.3125,4.193548387,243438.0625,204224.25,7645.8125,31567.125,18049.1875,17629.5,123.9375,295.25,3298.125,1,31900.6875,5583.9375,1840.1875,39.5625,23.6875,18357,5248.375,12608.4375,499.4375,14204.375,13056.5625,0.75,0.125,317.25,13.625,10.5625,2.4375,226.1875,16.625,6.25,0,19.0625,6.25,0.125,0,0,0.0625,0.25,9.99375,8.80625,534.99375,491.5,370.40625,290.70625,470.0625,269.36875
23,Gangplank,TOP,22,9,2291.612903,2.580645161,1.709677419,5.225806452,4.566037736,378881.6129,14377.19355,347172.7097,17330.74194,26834.93548,5732.193548,18350.3871,2751.451613,7737.516129,1.483870968,18968.48387,11504.48387,4270.967742,45.09677419,16.74193548,24845.93548,9536.774194,14773.67742,534.9032258,17837.12903,16210.41935,1.193548387,0.258064516,342.5483871,21.12903226,10.32258065,2.903225806,902.2258065,17.48387097,4.612903226,0,24.70967742,7.225806452,0.096774194,0,0,0.096774194,0.322580645,9.922580645,7.709677419,563.2258065,456.9483871,451.9354839,312.116129,557.9741935,376.6483871
24,Gnar,TOP,23,35,2310.844828,1.517241379,2.034482759,3.862068966,2.644067797,232846.8448,22986.53448,204643.0345,5216.637931,16908.67241,3169.068966,13528.48276,210.637931,3039.982759,1,25284.51724,7293.172414,3004.603448,46.34482759,32.62068966,27391.94828,10836.60345,15322.25862,1232.189655,14756.08621,14059.65517,0.948275862,0.120689655,334.7413793,18.32758621,7.224137931,3.948275862,1372.758621,17.29310345,5.75862069,0,23.12068966,9.396551724,0.068965517,0.103448276,0.051724138,0.068965517,0.189655172,10.18448276,8.651724138,541.6862069,471.0172414,389.712069,282.55,506.0086207,322.2431034
25,Gragas,JUNGLE,2,4,2011.166667,0.5,1.5,4.333333333,3.222222222,139259.3333,97377.66667,26922.5,14958.66667,5612.833333,5093.666667,441.5,77.16666667,14653.33333,1,25892.33333,6041.333333,373,67,18.5,30187,10996.5,18466.83333,722.8333333,9955.166667,9337.5,0.166666667,0.166666667,34,133.5,99.83333333,9.166666667,831.5,14.33333333,12,0,33.33333333,13,0,0,0,0,0.333333333,0.866666667,0.25,442.7333333,346.6166667,309.0833333,258.8166667,775.3666667,672.7166667
26,Illaoi,TOP,1,0,2236,1,1,5,6,292640,482,289556,2601,20509,243,20227,39,11284,1,40405,12686,5377,49,4,31651,14822,13379,3449,16575,16125,2,1,350,28,0,25,74,18,5,0,28,3,0,0,1,1,0,10.4,9.1,593.3,474.3,424.5,315.2,660.8,339.4
27,Janna,SUPPORT,1,2,2428,0.333333333,5,5,1.066666667,27642.33333,20517.33333,4775.666667,2348.333333,6370.333333,5118,507.3333333,744.3333333,5087.666667,7.333333333,7933,1817.666667,1139,81,36.33333333,12068.33333,5533.333333,6305.666667,228,9513.666667,8758.333333,0.666666667,0,37,1.333333333,0,1.333333333,186.6666667,14.33333333,10.33333333,0,47.33333333,13.33333333,0,0,0.333333333,0,0,1.2,0.466666667,246.1666667,283.5666667,220.9333333,179.3,137.8666667,178.4333333
28,Jarvan IV,JUNGLE,3,13,2288.125,0.625,2.75,5.75,2.318181818,149834.125,42005.9375,92265.5,15561.625,6629,995.875,5357.3125,275.125,8698.25,1.1875,42745.6875,9727.75,864.375,124.4375,12.875,35443.375,12919.875,21358.5625,1164.25,11454.75,10891.875,0.375,0,42.625,136.8125,98.875,8.375,695.4375,15.0625,12.375,0,71.25,19.8125,0,0.0625,0.125,0,0.1875,0.98125,0.3375,405.9875,331.03125,311.225,248.81875,785.86875,540.56875
29,Jax,JUNGLE,7,4,2299.727273,1.363636364,2.363636364,5.181818182,2.769230769,169314.9091,63623.36364,90033.54545,15657.09091,4520.181818,1709.090909,2678.636364,132,10898,1,26738.72727,22946.36364,2143.545455,129.0909091,12.54545455,33974.90909,11801.81818,21277.45455,894.8181818,12526.63636,11644.54545,0.818181818,0.272727273,45.54545455,161.0909091,104.4545455,10.09090909,580.6363636,15.90909091,11.63636364,0,65.45454545,24.18181818,0.090909091,0.090909091,0.181818182,0.090909091,0.454545455,1.027272727,0.272727273,425.9909091,332.0909091,323.8090909,254.8636364,745.3454545,512.0909091
30,Jayce,MID,0,1,1872,3,5,3,1.2,153803,20998,131374,1430,19615,1943,16465,1206,317,1,8524,304,304,43,5,13929,7363,6322,243,11531,10950,0,0,244,24,21,0,300,15,5,0,11,9,1,0,0,0,0,9.5,7.9,529.6,433.3,404.2,333.7,450.3,339.9
31,Jayce,TOP,0,2,2831.5,3.5,3,6,3.166666667,344184.5,43718.5,280574.5,19891.5,37282,5893,31049.5,338.5,4680.5,1,23838,13918,7255,79,10,28872,11632.5,16599,640.5,19053.5,18577.5,2.5,0,388.5,36,16.5,8,565.5,18,3.5,0,39.5,12.5,0,0,0,0,0,9.75,9.65,504.35,492.15,398.95,299.5,398.65,216.15
32,Jhin,BOTCARRY,9,2,2129,4.363636364,0.454545455,5.909090909,22.6,278872.5455,16772,258596.9091,3502.727273,25928.18182,1904.090909,23483.18182,540.2727273,1743.545455,2.545454545,4707.090909,22526,9214.454545,43,24.09090909,8813.818182,3338.090909,5147.454545,327.5454545,15907.18182,13798.63636,2.818181818,0.545454545,335.6363636,20.36363636,10.36363636,3.090909091,216.0909091,16,4.909090909,0,15.09090909,10.72727273,0.181818182,0.272727273,0.181818182,0.454545455,0.272727273,10.59090909,8.890909091,430.1727273,333.9090909,417.1454545,301.0181818,187.9818182,162.3454545
33,Jinx,BOTCARRY,1,1,2210,1,1.5,6,4.666666667,264149.5,4186,255566.5,4396,24885.5,1197,22909,779,5000,3.5,12783,17279.5,8107.5,44,20,13624.5,5815.5,7416.5,392.5,15339.5,13775,2,0,377.5,21,15,3,291,16.5,5,0,15,17.5,0,0,0,0,0.5,11.05,10.15,422.85,329.9,390.4,304,198.35,117.5
34,Kalista,BOTCARRY,9,13,2182.5,3.363636364,2,3.318181818,3.340909091,215487.7273,2548.454545,207069.0455,5869.363636,16064.09091,953.2727273,14504,606.2272727,2461.090909,3.227272727,13272.31818,19197.68182,5996.227273,53.81818182,16.54545455,11584.36364,5482.909091,5904.954545,195.6818182,15197.22727,13737.27273,1.681818182,0.409090909,334.7727273,25.68181818,14.40909091,3,1064,15.72727273,4.5,0,16.86363636,17.09090909,0.272727273,0.181818182,0,0.272727273,0.136363636,10.53636364,9.336363636,436.45,322.7318182,435.0863636,298.9681818,275.9272727,148.0409091
35,Karma,MID,1,3,2080.75,0.75,2,5,2.875,249982,164289.25,16723,68969.25,19488.75,19105.75,333,49.25,2481,2.75,11128.25,4464.25,1811,37.75,15,9007,5160,3705.25,141.5,11937.75,11193.75,1,0,264.25,21.75,19.5,1.5,826.75,16.25,7,0,18.25,8.25,0,0,0,0,0.25,10.15,9.025,539.375,505.3,370.35,293.175,289.975,149.125
36,Karma,SUPPORT,0,2,2036,0.5,2.5,1.5,0.8,24491,20495,3679,316,8761.5,8095,349.5,316,501.5,1,3422,1216,409,71,12,7227,3751.5,3420,55,6870.5,6625,0,0,21,0,0,0,203.5,12.5,14,0,43.5,15.5,0,0,0.5,0,0,0.8,0.3,339.45,266.1,218.1,140,164.15,178.2
37,Kha'Zix,JUNGLE,7,10,2136.058824,2.764705882,2.176470588,3.470588235,2.864864865,186333.5294,7362.411765,164217.7059,14752.41176,11393.82353,730.4705882,10255.47059,407,15712.47059,1,15225.23529,14022.94118,1278.058824,90.47058824,9.352941176,28397.94118,8745.117647,19308.17647,344,11737.82353,10761.76471,0.647058824,0.058823529,30.23529412,163.0588235,111.5882353,16.29411765,540.2352941,15.58823529,9.529411765,0,51.11764706,10.82352941,0.235294118,0.058823529,0.117647059,0.058823529,0.235294118,0.635294118,0.194117647,447.7294118,339.5058824,328.6411765,264.1529412,876.9764706,682.1941176
38,Kled,TOP,2,0,1891.5,6,0.5,4.5,21,220306,1137,212793,6375,17950.5,1137,16545.5,267.5,2972,1,26661,13191,6594,66,8,28438,8858.5,17864.5,1714.5,15179,12975,2,0.5,300,22,0.5,14.5,235,16.5,6,0,32,10.5,0.5,0.5,0,0.5,0.5,10.45,8.15,597.85,477.25,451.25,363.35,754.15,597.85
39,Kog'Maw,BOTCARRY,10,12,2349.363636,3.636363636,1.818181818,3.954545455,4.175,262861.7273,99728.54545,150844.4091,12287.40909,24040.04545,13055,8915.409091,2068.727273,3673.727273,2.954545455,14648.90909,22370.81818,6174.363636,48.09090909,9.409090909,11027.27273,4626.909091,6085.409091,314.4090909,16698,15479,2.363636364,0.5,365.3181818,29.72727273,18.27272727,3.863636364,815.7727273,16.22727273,3.545454545,0,13.18181818,16.72727273,0.181818182,0.136363636,0,0.136363636,0.136363636,10.34545455,8.886363636,423.9590909,321.6863636,410.9818182,295.9772727,220.8409091,169.5818182
40,LeBlanc,MID,0,2,2128.5,3,3,4,2.333333333,152756.5,124038,26279,2439,18796,16641,1630.5,524,7755.5,1,11424.5,1474.5,1275.5,50,15,23441,12078.5,9994.5,1366.5,12120.5,11697.5,0.5,0,270.5,14,14,0,69,17,3.5,0,37,6,0,0,0,0,0,10.1,7.4,578.1,421.85,405.3,250.95,453.45,321.85
41,Lee Sin,JUNGLE,0,3,2011.333333,1,3,4,1.666666667,142459.3333,25827,106872,9760,6487.333333,665.6666667,5442,379.3333333,8829,1,21853.33333,9421.333333,0,66.33333333,11,26983.33333,8582,17760.66667,640.3333333,9353.666667,9050,0,0,28,129,91.66666667,5.333333333,756.6666667,13.66666667,12,0,43.66666667,13,0.333333333,0,0,0,0,1.1,0.066666667,421.8,327.5333333,302.9,275.2,749.1,580.5666667
42,Leona,SUPPORT,0,1,2683,0,4,11,2.75,134074,3673,10854,119546,4901,2633,1400,866,1630,3,29911,2030,1247,105,39,18412,5755,10429,2227,11605,10025,0,0,72,0,0,0,70,16,23,0,67,9,0,0,1,0,0,2.6,1.6,324.8,290.9,268.2,188.2,182.5,266.5
43,Lucian,TOP,1,2,1893,1.666666667,3,3.666666667,1.777777778,209770.3333,6806,197688.6667,5275.333333,17945.66667,1751.666667,16179.66667,14,1793,1,12144.33333,7609.666667,4993,42.66666667,2,18981.66667,5932.333333,12286.66667,762.3333333,13396.66667,12275,1.333333333,0,307.6666667,15,10.66666667,1.333333333,84,17,5,0,17.33333333,9.333333333,0,0,0,0,0.333333333,9.4,9.066666667,503.5,468.9666667,400.8666667,313.4,546.9666667,360.2666667
44,Lulu,SUPPORT,0,1,2298,1,2,5,3,26660,19898,5968,793,6133,4947,642,543,3101,4,5002,708,567,78,17,11525,7826,3570,128,10535,10500,0,0,79,0,0,0,271,14,4,0,54,13,0,0,0,0,0,1.8,1.6,266.8,303.1,312.5,178.8,384.1,99.6
45,Malzahar,MID,6,4,2370.4,2.9,2,4.6,3.75,319066.5,261399.6,15959.1,41706.7,21983.8,21061.9,243.2,677.8,1032.2,1,8374.8,14846.5,3840.2,40.1,76.6,10802.7,6263.6,4066.6,471.8,16826.8,15125.5,1.5,0.2,368.8,27.1,17.9,3.7,1022.7,17.3,6.9,0,19.7,11.3,0.5,0.1,0,0.2,0.2,10.71,8.78,572.77,494.33,436.65,311.17,204.94,143.01
46,Maokai,TOP,5,5,2291.6,0.8,2.6,6.7,2.884615385,199950.3,101115.9,32044.1,66789.2,12600.7,10855.6,1564.1,180.2,12178.2,1,52108,4147.3,1376.8,35.8,57.5,33016.6,11794,19628,1594,12503.4,12227.5,0.6,0.2,254.1,2.2,0.9,0,901.5,16.6,6.5,0,21,5.3,0,0.1,0,0,0.6,8.83,7.8,487.71,454,350.6,263.28,619.75,477.16
47,Morgana,SUPPORT,7,10,2340.176471,0.647058824,2.058823529,5.941176471,3.2,31998.05882,23643.70588,4513.352941,3840.058824,10859.52941,8617.882353,410.9411765,1830.058824,3468.588235,3.823529412,6254.294118,2525.294118,714.9411765,93.76470588,60.58823529,10804.52941,4863.705882,5591.294118,348.8235294,9690.352941,8609.411765,0.117647059,0,31.29411765,0.941176471,0.294117647,0.235294118,167.9411765,13.64705882,16.76470588,0,54.23529412,15.11764706,0,0,0.058823529,0,0.352941176,0.923529412,0.4,268.1470588,283.5764706,233.0823529,161.7647059,243.9,145.4176471
48,Nami,SUPPORT,3,1,1774,0.25,2.25,6,2.777777778,11448.5,6539.75,4309.5,598.75,4541.75,3831.25,519.75,190,8736.75,5.25,3626,1366.75,969.75,62.5,21.25,7073,2310.25,4661,101.5,7257,6340,0.5,0,9.75,0,0,0,84.75,11.75,13.5,0,36.75,6.5,0,0,0,0,0.5,0.525,0.15,288.275,287.3,244.05,151.8,360.025,114.975
49,Nidalee,JUNGLE,0,1,2214,2,2,3,2.5,218994,174055,26777,18162,14083,13638,445,0,16114,5,13419,12578,909,136,0,21919,5946,15973,0,12036,10785,1,0,67,164,105,24,393,16,11,0,84,29,0,0,1,0,0,1.2,0.5,411.9,367,345.1,304.9,688.8,585.4
50,Nocturne,JUNGLE,1,2,1920.666667,0.666666667,4,4.666666667,1.333333333,141401.6667,6979.666667,127728.3333,6692,6577.666667,385.6666667,5785,405.6666667,11242.66667,1,11606,7815,958,45.33333333,96,23480.66667,8717,14127.66667,634.6666667,9384.333333,8876.666667,0.333333333,0,29,131.3333333,107.6666667,4,565.3333333,14.33333333,5.333333333,0,28.33333333,11,0,0,0.333333333,0,0.333333333,0.766666667,0.2,391.7666667,345.6,300.1,250.1,684.3,710.2333333
51,Nunu,JUNGLE,1,2,2162,0.666666667,2,5,2.833333333,172017.3333,46081.66667,45596,80339.33333,2769.333333,2338,428.3333333,2.666666667,17037.66667,1,30004.33333,20232.33333,1497.333333,63,7.666666667,38129,10155.66667,26966.66667,1006,10691.66667,9708.333333,0.333333333,0,38,139.3333333,102,6.333333333,534.3333333,15.33333333,11.33333333,0,30.66666667,12,0,0,0.666666667,0,0.333333333,1.2,0.166666667,414.9333333,353.2,298.9666667,270.3,880.6666667,776.3
52,Olaf,JUNGLE,9,8,2078.941176,3.176470588,1.823529412,4,3.935483871,177056.1765,29078.11765,117878.7647,30098.58824,9196.352941,309.5294118,5877.117647,3008.823529,11495.58824,1,29545.82353,22228.82353,1189.117647,76.70588235,12.76470588,31736.47059,10210.76471,20952.29412,572.6470588,11659,11252.64706,0.529411765,0.117647059,38.11764706,150.6470588,102,12.94117647,1008,14.64705882,10.29411765,0,45.82352941,14.11764706,0.588235294,0,0.294117647,0.117647059,0.294117647,1,0.376470588,420.6294118,393.8470588,349.4764706,317.1058824,829.7117647,742.6352941
